qa_id,P3_prediction,P4_prediction,same_prediction,P3_rF1,P4_rF1,same_rF1,P3_rEM,P4_rEM,P3_WrongAbst,P4_WrongAbst
conv-50_qa_127,Shinjuku,Shinjuku,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_128,Cannot answer,ramen,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-50_qa_129,Performing and connecting with the crowd,Performing and connecting with the crowd,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_13,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_130,He takes it one day at a time.,He takes it one day at a time.,True,0.9230769231,0.923077,True,0.0,0.0,0.0,0
conv-50_qa_131,Some of the struggles that people go through.,Some of the struggles that people go through.,True,0.8333333333,0.833333,True,0.0,0.0,0.0,0
conv-50_qa_132,He says it's a way to capture struggles and feelings.,He describes it as capturing feelings from struggles people go through.,False,0.1176470588,0.111111,False,0.0,0.0,0.0,0
conv-50_qa_133,"Ever since I was ten, I've been fascinated with how machines work. I found an ol",He was fascinated with how machines work after finding an old car at age ten.,False,0.303030303,0.526316,False,0.0,0.0,0.0,0
conv-50_qa_134,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_135,Paying attention to small details.,Paying attention to small details.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_136,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_137,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_138,It was unreal.,It was a dream come true.,False,0.25,0.6,False,0.0,0.0,0.0,0
conv-50_qa_139,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_14,Cannot answer,"2:31 pm on 9 June, 2023",False,0.0,0.4,False,0.0,0.0,1.0,0
conv-50_qa_140,They both find their pursuits fulfilling and motivating.,They both find fulfillment in their pursuits.,False,0.4615384615,0.0,False,0.0,0.0,0.0,0
conv-50_qa_141,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_142,Threw a small party for his new album.,He threw a small party for his new album.,False,1.0,0.933333,False,1.0,0.0,0.0,0
conv-50_qa_143,car mods,car mods,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_144,blogging on car mods,blogging on car mods,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-50_qa_145,"music videos, concerts, and documentaries about artists and their creative proce","music videos, concerts, and documentaries",False,0.9523809524,0.666667,False,0.0,0.0,0.0,0
conv-50_qa_146,classic rock,classic rock,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_147,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_148,car mods,car mods,True,0.2,0.2,True,0.0,0.0,0.0,0
conv-50_qa_149,It inspired others to start their own DIY projects.,It inspired others to start their own DIY projects.,True,0.8235294118,0.823529,True,0.0,0.0,0.0,0
conv-50_qa_15,To relax and find peace.,To relax and recharge.,False,0.1818181818,0.2,False,0.0,0.0,0.0,0
conv-50_qa_150,his old high school buddy,his old high school buddy,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_151,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_152,vintage camera,vintage camera,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_153,"nature - sunsets, beaches, waves","Nature - sunsets, beaches, waves.",False,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_154,fancy gala,fancy gala,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_155,"Their favorite artists, art, and how the power of music connects us all.","Their favorite artists, art, and how the power of music connects us all.",True,0.4,0.4,True,0.0,0.0,0.0,0
conv-50_qa_156,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_157,Its beauty helps us appreciate life when it's tough.,Its beauty helps us appreciate life when it's tough.,True,0.5333333333,0.533333,True,0.0,0.0,0.0,0
conv-50_qa_16,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_17,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_18,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_19,"concert, music thingy, show","concert, music thingy, similar streets, show",False,0.1818181818,0.153846,False,0.0,0.0,0.0,0
conv-50_qa_2,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_20,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_21,Yes,Yes,True,0.2222222222,0.222222,True,0.0,0.0,0.0,0
conv-50_qa_22,Yes,Yes,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_23,Fixing up things / working on cars,Fixing up things / working on cars,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-50_qa_24,Yes,Yes,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_25,Last Friday,Last Friday,True,0.25,0.25,True,0.0,0.0,0.0,0
conv-50_qa_26,Cannot answer,"22 August, 2023",False,0.0,0.666667,False,0.0,0.0,1.0,0
conv-50_qa_27,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_28,long drives in [this car],long drives in [this car],True,0.5333333333,0.533333,True,0.0,0.0,0.0,0
conv-50_qa_29,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_3,Aerosmith,Aerosmith,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-50_qa_30,Classic rock,Classic rock,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-50_qa_31,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_32,San Francisco,San Francisco,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_33,car workshop,going to a car workshop,False,0.6666666667,0.5,False,0.0,0.0,0.0,0
conv-50_qa_34,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_35,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_36,11th,11th,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-50_qa_37,Yes,Yes,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_38,Cannot answer,last night,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-50_qa_39,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_4,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_40,Tupac and Dr. Dre,Tupac and Dr. Dre,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_41,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_42,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_43,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_44,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_45,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_46,fixing up things,fixing up things,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-50_qa_47,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_48,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_49,They restored an old car.,They restored an old car.,True,0.1666666667,0.166667,True,0.0,0.0,0.0,0
conv-50_qa_5,Open a shop and work on classic cars.,To open a shop and work on classic cars; to learn auto engineering and build a c,False,0.6,0.62069,False,0.0,0.0,0.0,0
conv-50_qa_50,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_51,August last year,August last year,True,0.4,0.4,True,0.0,0.0,0.0,0
conv-50_qa_52,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_53,His friends and team.,Cannot answer,False,0.8571428571,0.0,False,0.0,0.0,0.0,1
conv-50_qa_54,"Watching music videos, concerts, and documentaries about artists and their creat","Watching music videos, concerts, and documentaries about artists and their creat",True,0.4375,0.4375,True,0.0,0.0,0.0,0
conv-50_qa_55,"25 October, 2023","25 October, 2023",True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-50_qa_56,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_57,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_58,Finding an old car in a neighbor's garage at age ten and going to his first car ,Finding an old car in a neighbor's garage at age ten and going to his first car ,True,0.4255319149,0.425532,True,0.0,0.0,0.0,0
conv-50_qa_59,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_6,Classic cars,Classic cars,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-50_qa_60,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_61,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_62,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_63,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_64,"road trip, card-night, regular walks in the park","road trip, card-night, regular walks in the park",True,0.0769230769,0.076923,True,0.0,0.0,0.0,0
conv-50_qa_65,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_66,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_67,Boston,Boston,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-50_qa_68,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_69,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_7,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_70,"17 November, 2023","17 November, 2023",True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-50_qa_71,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_72,Aerosmith,Aerosmith,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_73,Tokyo,Tokyo,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_74,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_75,opening his own car maintenance shop,car maintenance shop,False,0.6666666667,1.0,False,0.0,1.0,0.0,0
conv-50_qa_76,All kinds of cars - from regular maintenance to full restorations of classic car,All kinds of cars.,False,1.0,0.470588,False,1.0,0.0,0.0,0
conv-50_qa_77,Cannot answer,a guitar,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-50_qa_78,why I keep hustling as a musician,why he keeps hustling as a musician,False,0.6666666667,1.0,False,0.0,1.0,0.0,0
conv-50_qa_79,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_8,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_80,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_81,his music gear and favorite microphone,his music gear and favorite microphone,True,0.9090909091,0.909091,True,0.0,0.0,0.0,0
conv-50_qa_82,car maintenance shop,car maintenance shop,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-50_qa_83,Fixing up things.,Fixing up things.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_84,Performing live,Performing live,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_85,exploring some parks,exploring some parks,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-50_qa_86,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_87,Cruise around.,Cruise around.,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-50_qa_88,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_89,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_9,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_90,Adding electronic elements to his songs gives them a fresh vibe.,Adding electronic elements to his songs gives them a fresh vibe.,True,0.5714285714,0.571429,True,0.0,0.0,0.0,0
conv-50_qa_91,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_92,Expand my brand worldwide and grow my fanbase.,Cannot answer,False,0.75,0.0,False,0.0,0.0,0.0,1
conv-50_qa_93,Keep at it and never forget your dreams!,Keep at it and never forget your dreams!,True,0.4615384615,0.461538,True,0.0,0.0,0.0,0
conv-50_qa_94,car mod workshop,car mod workshop,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_95,"Engine swaps, suspension modifications, and body modifications.",engine swaps and suspension modifications,False,1.0,0.833333,False,1.0,0.0,0.0,0
conv-50_qa_96,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_97,small details,small details,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-50_qa_98,Everyone was so into it when I played one of my songs and sang along.,Everyone was so into it when I played one of my songs and sang along.,True,0.6956521739,0.695652,True,0.0,0.0,0.0,0
conv-50_qa_99,At a music festival in Tokyo.,Cannot answer,False,1.0,0.0,False,1.0,0.0,0.0,1
