memory_id,raw_text,enriched_text,has_kg,n_triples,entities,relations,temporal_flag
conv-26_session_14_D14:1,"Hey, Mel! How's it going? There's something I want to tell you. I went hiking last week and got into a bad spot with some people. It really bugged me, so I tried to apologize to them.","Hey, Mel! How's it going? There's something I want to tell you. I went hiking last week and got into a bad spot with some people. It really bugged me, so I tried to apologize to them.
Entities: caroline, last, week
Relations: go
Triples: (caroline, go, last_week)
Temporal: true
Keywords: apologize, bad, bugged, caroline, going, got, hey, hiking, into, last, mel, people, really, something, spot, tell, tried, want, week, went",1,1,"caroline, last, week",go,1
conv-26_session_14_D14:10,"I feel the same way! Art is so cool like that - it connects us and helps us understand each other. I was actually just remembering yesterday, spending the day with my fam volunteering at a homeless shelter. It was hard to see how neglected some people are, but it was great to feel like we could make a difference.","I feel the same way! Art is so cool like that - it connects us and helps us understand each other. I was actually just remembering yesterday, spending the day with my fam volunteering at a homeless shelter. It was hard to see how neglected some people are, but it was great to feel like we could make a difference.
Entities: family, melanie
Relations: volunteer
Triples: (melanie, volunteer, with_her_family)

Keywords: actually, art, connects, cool, day, difference, fam, family, feel, great, hard, helps, homeless, like, make, melanie, neglected, people, remembering, see",1,1,"family, melanie",volunteer,0
conv-26_session_14_D14:11,"Wow, Mel, you're amazing! Volunteering and making a difference- it's so heartwarming. You're an inspiration to us all!","Wow, Mel, you're amazing! Volunteering and making a difference- it's so heartwarming. You're an inspiration to us all!",0,0,,,0
conv-26_session_14_D14:12,"Thanks, Caroline! I really appreciate your help and motivation. What made you decide to transition and join the transgender community?","Thanks, Caroline! I really appreciate your help and motivation. What made you decide to transition and join the transgender community?",0,0,,,0
conv-26_session_14_D14:13,"Finding a community where I'm accepted, loved and supported has really meant a lot to me. It's made a huge difference to have people who get what I'm going through. Stuff like this mural are really special to me!","Finding a community where I'm accepted, loved and supported has really meant a lot to me. It's made a huge difference to have people who get what I'm going through. Stuff like this mural are really special to me!
Entities: caroline, transition
Relations: transition
Triples: (caroline, transition, transition)

Keywords: accepted, caroline, community, difference, finding, get, going, huge, like, lot, loved, made, meant, mural, people, really, special, stuff, supported, transition",1,1,"caroline, transition",transition,0
conv-26_session_14_D14:14,"Caroline, glad you found a supportive community! Can you tell me more about why it's special to you?","Caroline, glad you found a supportive community! Can you tell me more about why it's special to you?",0,0,,,0
conv-26_session_14_D14:15,"The rainbow flag mural is important to me as it reflects the courage and strength of the trans community. The eagle symbolizes freedom and pride, representing my own resilience and that of others.","The rainbow flag mural is important to me as it reflects the courage and strength of the trans community. The eagle symbolizes freedom and pride, representing my own resilience and that of others.
Entities: caroline, courage, flag, mural, rainbow, strength, symbolizing
Relations: create
Triples: (caroline, create, a_rainbow_flag_mural_symbolizing_courage_and_strength)

Keywords: caroline, community, courage, eagle, flag, freedom, important, mural, others, pride, rainbow, reflects, representing, resilience, strength, symbolizes, symbolizing, trans",1,1,"caroline, courage, flag, mural, rainbow, strength, symbolizing",create,0
conv-26_session_14_D14:16,I'm in awe of your courage as a trans person. Have you made any more art lately?,"I'm in awe of your courage as a trans person. Have you made any more art lately?
Entities: caroline, courage, melanie, person, trans
Relations: admire
Triples: (melanie, admire, caroline_'s_courage_as_a_trans_person)

Keywords: any, art, awe, caroline, courage, lately, made, melanie, person, trans",1,1,"caroline, courage, melanie, person, trans",admire,0
conv-26_session_14_D14:17,"Thanks, Mel! I made this stained glass window to remind myself and others that within us all is the key to discovering our true potential and living our best life.","Thanks, Mel! I made this stained glass window to remind myself and others that within us all is the key to discovering our true potential and living our best life.",0,0,,,0
conv-26_session_14_D14:18,"Wow, Caroline, that looks amazing! What inspired it?","Wow, Caroline, that looks amazing! What inspired it?",0,0,,,0
conv-26_session_14_D14:19,Thanks! It was made for a local church and shows time changing our lives. I made it to show my own journey as a transgender woman and how we should accept growth and change.,"Thanks! It was made for a local church and shows time changing our lives. I made it to show my own journey as a transgender woman and how we should accept growth and change.
Entities: caroline, stain
Relations: stain
Triples: (caroline, stain, stain)

Keywords: accept, caroline, change, changing, church, growth, journey, lives, local, made, show, shows, stain, thanks, time, transgender, woman",1,1,"caroline, stain",stain,0
conv-26_session_14_D14:2,"Wow, Caroline! Sorry that happened to you. It's tough when those things happen, but it's great you apologized. Takes a lot of courage and maturity! What do you think of this?","Wow, Caroline! Sorry that happened to you. It's tough when those things happen, but it's great you apologized. Takes a lot of courage and maturity! What do you think of this?",0,0,,,0
conv-26_session_14_D14:20,"Wow, Caroline!  All those colors are incredible and the story it tells is so inspiring.","Wow, Caroline!  All those colors are incredible and the story it tells is so inspiring.",0,0,,,0
conv-26_session_14_D14:21,"Thanks, Mel! Glad you like it. It's a symbol of togetherness, to celebrate differences and be that much closer. I'd love to make something like this next!","Thanks, Mel! Glad you like it. It's a symbol of togetherness, to celebrate differences and be that much closer. I'd love to make something like this next!",0,0,,,0
conv-26_session_14_D14:22,"Wow, that's gorgeous! Where did you find it?","Wow, that's gorgeous! Where did you find it?",0,0,,,0
conv-26_session_14_D14:23,"I was out walking in my neighborhood when I came across this cool rainbow sidewalk for Pride Month. It was so vibrant and welcoming, I had to take a picture! It reminds us that love and acceptance are everywhere—even where we least expect it.","I was out walking in my neighborhood when I came across this cool rainbow sidewalk for Pride Month. It was so vibrant and welcoming, I had to take a picture! It reminds us that love and acceptance are everywhere—even where we least expect it.
Entities: caroline
Relations: remind
Triples: (caroline, remind, her)

Keywords: acceptance, across, came, caroline, cool, even, everywhere, expect, least, love, month, neighborhood, picture, pride, rainbow, reminds, sidewalk, take, us, vibrant",1,1,caroline,remind,0
conv-26_session_14_D14:24,"That's so nice, Caroline! Art can be in the most unlikely places. Love and acceptance really can be found everywhere.","That's so nice, Caroline! Art can be in the most unlikely places. Love and acceptance really can be found everywhere.",0,0,,,0
conv-26_session_14_D14:25,"Agreed, Mel! Art can be a real mood-booster - I saw someone drawing on the ground the other day and it made me so happy. Creativity sure can lighten someone's day.","Agreed, Mel! Art can be a real mood-booster - I saw someone drawing on the ground the other day and it made me so happy. Creativity sure can lighten someone's day.",0,0,,,0
conv-26_session_14_D14:26,"Wow, Caroline, that's so nice! The colors are so bright and the flowers are so pretty. Art is such a source of joy.","Wow, Caroline, that's so nice! The colors are so bright and the flowers are so pretty. Art is such a source of joy.",0,0,,,0
conv-26_session_14_D14:27,"Thanks, Mel! Art gives me so much joy. It helps me show my feelings and freeze gorgeous moments, like a bouquet of flowers. ","Thanks, Mel! Art gives me so much joy. It helps me show my feelings and freeze gorgeous moments, like a bouquet of flowers. ",0,0,,,0
conv-26_session_14_D14:28,"Wow, did you make that? It looks so real!","Wow, did you make that? It looks so real!",0,0,,,0
conv-26_session_14_D14:29,"Yeah, definitely! Drawing flowers is one of my faves. Appreciating nature and sharing it is great. What about you, Mel? What type of art do you love?","Yeah, definitely! Drawing flowers is one of my faves. Appreciating nature and sharing it is great. What about you, Mel? What type of art do you love?",0,0,,,0
