qa_id,user_id,sample_id,question,answer,category,evidence
conv-30_qa_19,conv-30,conv-30,When did Gina interview for a design internship?,"10 May, 2023",2,"[""D11:14""]"
conv-30_qa_20,conv-30,conv-30,When did Gina get accepted for the design internship?,"27 May, 2023",2,"[""D12:1""]"
conv-30_qa_21,conv-30,conv-30,"When did Jon start reading ""The Lean Startup""?","May, 2023",2,"[""D12:6""]"
conv-30_qa_22,conv-30,conv-30,When did Gina develop a video presentation to teach how to style her fashion pieces? ,"June, 2023",2,"[""D13:4""]"
conv-30_qa_23,conv-30,conv-30,How did Gina promote her clothes store?,"worked with an artist to make unique fashion pieces, made limited-edition sweatshirts, got some new offers and promotions for online store, developed a video presentation showing how to style her pieces",1,"[""D5:5"", ""D16:3"", ""D8:4"", ""D13:4""]"
conv-30_qa_24,conv-30,conv-30,Which events has Jon participated in to promote his business venture?,"fair, networking events, dance competition",1,"[""D10:1"", ""D16:6"", ""D8:4""]"
conv-30_qa_25,conv-30,conv-30,What does Jon's dance studio offer?,"one-on-one metoring and training to dancers,  workshops and classes to local schools and centers",1,"[""D13:7"", ""D8:13""]"
conv-30_qa_26,conv-30,conv-30,When did Jon receive mentorship to promote his venture?,"15 June, 2023",2,"[""D14:1""]"
conv-30_qa_27,conv-30,conv-30,Did Jon and Gina both participate in dance competitions?,Yes,1,"[""D1:14"", ""D14:14"", ""D1:16"", ""D1:17"", ""D9:10""]"
conv-30_qa_28,conv-30,conv-30,When was Jon in Rome?,June 2023,2,"[""D15:1""]"
conv-30_qa_29,conv-30,conv-30,Which cities has Jon visited?,"Paris, Rome",1,"[""D2:4"", ""D15:1""]"
conv-30_qa_30,conv-30,conv-30,When Jon is planning to open his dance studio?,"20 June, 2023",2,"[""D15:5""]"
conv-30_qa_31,conv-30,conv-30,How long did it take for Jon to open his studio?,six months,1,"[""D1:2"", ""D15:13""]"
conv-30_qa_32,conv-30,conv-30,When did Gina design a limited collection of hoodies?,June 2023,2,"[""D16:3""]"
conv-30_qa_33,conv-30,conv-30,When did Jon visit networking events for his store?,"20 June, 2023",2,"[""D16:6""]"
conv-30_qa_34,conv-30,conv-30,When did Gina start being recognized by fashion editors?,July 2023,2,"[""D17:1""]"
conv-30_qa_35,conv-30,conv-30,When did Jon start learning marketing and analytics tools?,"July, 2023",2,"[""D17:4""]"
conv-30_qa_36,conv-30,conv-30,When did Jon and Gina decide to collaborate to create dance content?,21 July 2023,2,"[""D18:18""]"
conv-30_qa_37,conv-30,conv-30,When did Gina mention Shia Labeouf?," 23 July, 2023",2,"[""D19:4""]"
conv-30_qa_38,conv-30,conv-30,When did Gina go to a dance class with a group of friends?,21 July 2023,2,"[""D19:6""]"
conv-30_qa_39,conv-30,conv-30,What is Gina's favorite style of dance?,Contemporary,4,"[""D1:9""]"
conv-30_qa_40,conv-30,conv-30,What is Jon's favorite style of dance?,Contemporary,4,"[""D1:8""]"
conv-30_qa_41,conv-30,conv-30,What was Gina's favorite dancing memory?,Winning first place at a regionals dance competition,4,"[""D1:17""]"
conv-30_qa_42,conv-30,conv-30,What kind of dance piece did Gina's team perform to win first place?,"""Finding Freedom""",4,"[""D1:19""]"
conv-30_qa_43,conv-30,conv-30,What do the dancers in the photo represent?,They are performing at the festival,4,"[""D1:25""]"
conv-30_qa_44,conv-30,conv-30,What does Gina say about the dancers in the photo?,They look graceful,4,"[""D1:26""]"
conv-30_qa_45,conv-30,conv-30,What is Jon's attitude towards being part of the dance festival?,Glad,4,"[""D1:28""]"
conv-30_qa_46,conv-30,conv-30,What kind of flooring is Jon looking for in his dance studio?,Marley flooring,4,"[""D2:8""]"
conv-30_qa_47,conv-30,conv-30,"What did Gina find for her clothing store on 1 February, 2023?",The perfect spot for her store,4,"[""D3:2""]"
conv-30_qa_48,conv-30,conv-30,What did Gina design for her store?,"the space, furniture, and decor",4,"[""D3:4""]"
conv-30_qa_49,conv-30,conv-30,What did Gina want her customers to feel in her store?,cozy and comfortable,4,"[""D3:6"", ""D3:8""]"
conv-30_qa_50,conv-30,conv-30,What did Jon say about Gina's progress with her store?,hard work's paying off,4,"[""D3:3""]"
conv-30_qa_51,conv-30,conv-30,What made Gina choose the furniture and decor for her store?,personal style and customer comfort,4,"[""D3:6""]"
conv-30_qa_52,conv-30,conv-30,What did Jon say about creating a special experience for customers?,It's the key to making them feel welcome and coming back,4,"[""D3:9""]"
conv-30_qa_53,conv-30,conv-30,What did Gina say about creating an experience for her customers?,making them want to come back,4,"[""D3:8""]"
conv-30_qa_54,conv-30,conv-30,How is Gina's store doing?,The store is doing great.,4,"[""D4:2""]"
conv-30_qa_55,conv-30,conv-30,What does Gina's tattoo symbolize?,Freedom and expressing herself through dance,4,"[""D5:15""]"
conv-30_qa_56,conv-30,conv-30,What did Jon and Gina compare their entrepreneurial journeys to?,dancing together and supporting each other,4,"[""D6:15"", ""D6:16""]"
conv-30_qa_57,conv-30,conv-30,What advice does Gina give to Jon about running a successful business?,"build relationships with customers, create a strong brand image, stay positive",4,"[""D7:5""]"
conv-30_qa_58,conv-30,conv-30,Why did Jon shut down his bank account?,for his business,4,"[""D8:1""]"
conv-30_qa_59,conv-30,conv-30,Why did Gina combine her clothing business with dance?,she is passionate about dance and fashion,4,"[""D8:8""]"
conv-30_qa_60,conv-30,conv-30,What does Jon's dance make him?,happy,4,"[""D9:5""]"
conv-30_qa_61,conv-30,conv-30,What did Gina receive from a dance contest?,a trophy,4,"[""D9:10""]"
conv-30_qa_62,conv-30,conv-30,How does Gina stay confident in her business?,"By reminding herself of her successes and progress, having a support system, and focusing on why she started",4,"[""D10:8""]"
conv-30_qa_63,conv-30,conv-30,"What kind of professional experience did Gina get accepted for on May 23, 2023?",fashion internship,4,"[""D12:1""]"
conv-30_qa_64,conv-30,conv-30,Where is Gina's fashion internship?,fashion department of an international company,4,"[""D12:3""]"
conv-30_qa_65,conv-30,conv-30,What book is Jon currently reading?,The Lean Startup,4,"[""D12:6""]"
conv-30_qa_66,conv-30,conv-30,What is Jon offering to the dancers at his dance studio?,One-on-one mentoring and training,4,"[""D13:7""]"
conv-30_qa_67,conv-30,conv-30,How does Jon use the clipboard with a notepad attached to it?,"To set goals, track achievements, and find areas for improvement",4,"[""D13:11""]"
conv-30_qa_68,conv-30,conv-30,What does Jon tell Gina he won't do?,quit,4,"[""D14:17""]"
conv-30_qa_69,conv-30,conv-30,What did Jon take a trip to Rome for?,To clear his mind,4,"[""D15:1""]"
conv-30_qa_70,conv-30,conv-30,What is Jon working on opening?,a dance studio,4,"[""D15:3""]"
conv-30_qa_71,conv-30,conv-30,How does Gina describe the studio that Jon has opened?,amazing,4,"[""D15:6""]"
conv-30_qa_72,conv-30,conv-30,How does Jon feel about the opening night of his dance studio?,excited,4,"[""D15:7""]"
conv-30_qa_73,conv-30,conv-30,How does Gina describe the feeling that dance brings?,magical,4,"[""D15:8""]"
conv-30_qa_74,conv-30,conv-30,What does Jon plan to do at the grand opening of his dance studio?,savor all the good vibes,4,"[""D15:9""]"
conv-30_qa_75,conv-30,conv-30,What does Gina say to Jon about the grand opening?,Let's live it up and make some great memories,4,"[""D15:12""]"
conv-30_qa_76,conv-30,conv-30,What is the general sentiment about the upcoming grand opening?,excitement,4,"[""D15:18"", ""D15:19""]"
conv-30_qa_77,conv-30,conv-30,What did Gina make a limited edition line of?,Hoodies,4,"[""D16:3""]"
conv-30_qa_78,conv-30,conv-30,"According to Gina, what makes Jon a perfect mentor and guide?",His positivity and determination,4,"[""D17:7""]"
conv-30_qa_79,conv-30,conv-30,What temporary job did Jon take to cover expenses?,Not mentioned,5,"[""D18:2""]"
conv-30_qa_80,conv-30,conv-30,What plans does Jon have after receiving advice at the networking event?,"Sprucing up his business plan, tweaking his pitch to investors, and working on an online platform.",4,"[""D18:10""]"
conv-30_qa_81,conv-30,conv-30,What offer does Gina make to Jon regarding social media?,Helping with making content and managing his social media accounts.,4,"[""D18:13""]"
conv-30_qa_82,conv-30,conv-30,What is Jon's favorite style of painting?,Contemporary,5,"[""D1:8""]"
conv-30_qa_83,conv-30,conv-30,What was Jon's favorite dancing memory?,Winning first place at a regionals dance competition,5,"[""D1:17""]"
conv-30_qa_84,conv-30,conv-30,What kind of dance piece did Jon's team perform to win first place?,"""Finding Freedom""",5,"[""D1:19""]"
conv-30_qa_85,conv-30,conv-30,What is Gina's attitude towards participating in the dance festival?,Glad,5,"[""D1:28""]"
conv-30_qa_86,conv-30,conv-30,What kind of flooring is Gina looking for in her dance studio?,Marley flooring,5,"[""D2:8""]"
conv-30_qa_87,conv-30,conv-30,"What did Jon find for his clothing store on 1 February, 2023?",The perfect spot for her store,5,"[""D3:2""]"
conv-30_qa_88,conv-30,conv-30,What did Jon design for his store?,"the space, furniture, and decor",5,"[""D3:4""]"
conv-30_qa_89,conv-30,conv-30,What did Jon want his customers to feel in her store?,cozy and comfortable,5,"[""D3:6"", ""D3:8""]"
conv-30_qa_90,conv-30,conv-30,What made Jon choose the furniture and decor for his store?,personal style and customer comfort,5,"[""D3:6""]"
conv-30_qa_91,conv-30,conv-30,How is Jon's store doing?,The store is doing great.,5,"[""D4:2""]"
conv-30_qa_92,conv-30,conv-30,What does Jon's tattoo symbolize?,Freedom and expressing himself through dance,5,"[""D5:15""]"
conv-30_qa_93,conv-30,conv-30,Why did Gina shut down her bank account?,for her business,5,"[""D8:1""]"
conv-30_qa_94,conv-30,conv-30,Why did Jon combine his clothing business with dance?,he is passionate about dance and fashion,5,"[""D8:8""]"
conv-30_qa_95,conv-30,conv-30,What did Gina receive from a dance contest?,a trophy,5,"[""D9:10""]"
conv-30_qa_96,conv-30,conv-30,"What kind of professional experience did Jon get accepted for on May 23, 2023?",fashion internship,5,"[""D12:1""]"
conv-30_qa_97,conv-30,conv-30,Where is Gina's HR internship?,fashion department of an international company,5,"[""D12:3""]"
conv-30_qa_98,conv-30,conv-30,Where is Jon's fashion internship?,fashion department of an international company,5,"[""D12:3""]"
conv-30_qa_99,conv-30,conv-30,What book is Gina currently reading?,The Lean Startup,5,"[""D12:6""]"
conv-30_qa_100,conv-30,conv-30,How does Gina use the clipboard with a notepad attached to it?,"To set goals, track achievements, and find areas for improvement",5,"[""D13:11""]"
conv-30_qa_101,conv-30,conv-30,What did Jon take a trip to Barcelona for?,To clear his mind,5,"[""D15:1""]"
conv-30_qa_102,conv-30,conv-30,What did Jon make a limited edition line of?,Hoodies,5,"[""D16:3""]"
conv-30_qa_103,conv-30,conv-30,What temporary job did Gina take to cover expenses?,Not mentioned,5,"[""D18:2""]"
conv-30_qa_104,conv-30,conv-30,What plans does Gina have after receiving advice at the networking event?,"Sprucing up her business plan, tweaking her pitch to investors, and working on an online platform.",5,"[""D18:10""]"
conv-41_qa_0,conv-41,conv-41,"Who did Maria have dinner with on May 3, 2023?",her mother,2,"[""D13:16""]"
conv-41_qa_1,conv-41,conv-41,When did Maria donate her car?,21 December 2022,2,"[""D2:1""]"
conv-41_qa_2,conv-41,conv-41,What martial arts has John done?,"Kickboxing, Taekwondo",1,"[""D2:28"", ""D1:4""]"
conv-41_qa_3,conv-41,conv-41,What type of volunteering have John and Maria both done?,Volunteering at a homeless shelter,1,"[""D3:5"", ""D2:1""]"
conv-41_qa_4,conv-41,conv-41,When did John join the online support group?,The week before 1 January 2023,2,"[""D3:1""]"
conv-41_qa_5,conv-41,conv-41,When did Maria go to the beach?,December 2022,2,"[""D3:15""]"
conv-41_qa_6,conv-41,conv-41,Where has Maria made friends?,"homeless shelter, gym, church",1,"[""D4:1"", ""D2:1"", ""D19:1"", ""D14:10""]"
conv-41_qa_7,conv-41,conv-41,What items des John mention having as a child?,"A doll, a film camera",1,"[""D5:13"", ""D3:15""]"
conv-41_qa_8,conv-41,conv-41,What might John's financial status be?,Middle-class or wealthy,3,"[""D5:5""]"
conv-41_qa_9,conv-41,conv-41,Who gave Maria's family money when she was younger and her family was going through tough times?,Her aunt,1,"[""D6:9"", ""D5:8""]"
conv-41_qa_10,conv-41,conv-41,When did Maria meet Jean?,"February 24, 2023",2,"[""D7:1""]"
conv-41_qa_11,conv-41,conv-41,What people has Maria met and helped while volunteering?,"David, Jean, Cindy, Laura",1,"[""D7:5"", ""D6:5"", ""D27:8"", ""D21:19""]"
conv-41_qa_12,conv-41,conv-41,What test has John taken multiple times?,The military aptitude test,1,"[""D8:18"", ""D3:11""]"
conv-41_qa_13,conv-41,conv-41,When did Maria's grandmother pass away?,The week before 6 March 2023,2,"[""D8:1""]"
conv-41_qa_14,conv-41,conv-41,Would John be considered a patriotic person?,Yes,3,"[""D8:18"", ""D8:20""]"
conv-41_qa_15,conv-41,conv-41,What writing classes has Maria taken?,"Poetry, creative writing",1,"[""D9:1"", ""D7:1""]"
conv-41_qa_16,conv-41,conv-41,When did John get his degree?,The week before 2 April 2023,2,"[""D9:2""]"
conv-41_qa_17,conv-41,conv-41,What might John's degree be in?,"Political science, Public administration, Public affairs",3,"[""D9:6""]"
conv-41_qa_18,conv-41,conv-41,Who did John go to yoga with?,Rob,1,"[""D7:16"", ""D10:1""]"
conv-41_qa_19,conv-41,conv-41,What damages have happened to John's car?,"Broken windshield, Car broke down",1,"[""D11:1"", ""D4:2""]"
conv-41_qa_20,conv-41,conv-41,When did John take a road trip to the Pacific Northwest?,2022,2,"[""D11:3"", ""D11:5""]"
conv-41_qa_21,conv-41,conv-41,What areas of the U.S. has John been to or is planning to go to?,"Pacific northwest, east coast",1,"[""D11:5"", ""D12:17""]"
conv-41_qa_22,conv-41,conv-41,When did John go to a convention with colleagues?,March 2023,2,"[""D12:9""]"
conv-41_qa_23,conv-41,conv-41,What desserts has Maria made?,"Banana split sundae, Peach cobbler",1,"[""D2:25"", ""D13:18""]"
conv-41_qa_24,conv-41,conv-41,When did John start boot camp with his family?,April.2023,2,"[""D13:3""]"
conv-41_qa_25,conv-41,conv-41,What European countries has Maria been to?,"Spain, England",1,"[""D13:24"", ""D8:15""]"
conv-41_qa_26,conv-41,conv-41,What has Maria done to feel closer to her faith?,"Join a local church, buy a cross necklace",1,"[""D14:10"", ""D11:10""]"
conv-41_qa_27,conv-41,conv-41,When did John have a party with veterans?,The Friday before 20 May 2023,2,"[""D15:11""]"
conv-41_qa_28,conv-41,conv-41,What causes does John feel passionate about supporting?,"Veterans, schools, infrastructure",1,"[""D15:3"", ""D12:5"", ""D9:8"", ""D1:8""]"
conv-41_qa_29,conv-41,conv-41,What events is Maria planning for the homeless shelter funraiser?,"Chili cook-off, ring-toss tournament",1,"[""D16:4"", ""D15:18""]"
conv-41_qa_30,conv-41,conv-41,What shelters does Maria volunteer at?,"The homeless shelter, the dog shelter",1,"[""D2:1"", ""D11:10"", ""D17:12""]"
conv-41_qa_31,conv-41,conv-41,When did John get his dog Max?,In 2013,2,"[""D17:1""]"
conv-41_qa_32,conv-41,conv-41,What outdoor activities has John done with his colleagues?,"Hiking, mountaineering",1,"[""D18:2"", ""D16:2""]"
conv-41_qa_33,conv-41,conv-41,What types of yoga has Maria practiced?,"Aerial, kundalini",1,"[""D1:3"", ""D18:15"", ""D19:3""]"
conv-41_qa_34,conv-41,conv-41,When did Maria join a gym?,The week before 16 June 2023,2,"[""D19:1""]"
conv-41_qa_35,conv-41,conv-41,What states has Maria vacationed at?,"Oregon, Florida",1,"[""D19:23"", ""D18:3""]"
conv-41_qa_36,conv-41,conv-41,What music events has John attended?,"Live music event, violin concert",1,"[""D20:4"", ""D8:12""]"
conv-41_qa_37,conv-41,conv-41,What events for veterans has John participated in?,"Petition, march, party, visiting veterans hospital, 5K charity run",1,"[""D15:1"", ""D15:11"", ""D21:22"", ""D24:1"", ""D29:4""]"
conv-41_qa_38,conv-41,conv-41,When did Maria get in a car accident?,"July 2, 2023",2,"[""D21:3""]"
conv-41_qa_39,conv-41,conv-41,Around which US holiday did Maria get into a car accident?,Independence Day,3,"[""D21:3""]"
conv-41_qa_40,conv-41,conv-41,What are the names of John's children?,"Kyle, Sara",1,"[""D8:4"", ""D22:7""]"
conv-41_qa_41,conv-41,conv-41,Does John live close to a beach or the mountains?,beach,3,"[""D22:15""]"
conv-41_qa_42,conv-41,conv-41,What area was hit by a flood?,West County,1,"[""D14:21"", ""D23:1""]"
