qa_id,category,question,gold_memory_ids,retrieved_memory_ids,hit1,hit5,hit10,rr
conv-26_qa_144,4,How did Melanie's son handle the accident?,D18:6;D18:7,D18:6;D22:22;D20:3;D18:4;D18:2;D13:5;D18:3;D18:1;D22:3;D14:3,1,1,1,1.0
conv-26_qa_145,4,How did Melanie feel about her family after the accident?,D18:5,D22:22;D8:29;D22:3;D18:12;D14:3;D11:5;D10:23;D4:9;D8:20;D30:5,0,0,0,0.0
conv-26_qa_146,4,How did Melanie's children handle the accident?,D18:7,D18:6;D22:22;D13:5;D22:3;D14:3;D13:17;D10:1;D4:5;D4:7;D1:15,0,0,0,0.0
conv-26_qa_147,4,How did Melanie feel after the accident?,D18:5,D22:22;D22:3;D14:3;D11:5;D8:20;D30:5;D18:6;D30:5;D1:15;D8:29,0,0,0,0.0
conv-26_qa_148,4,What was Melanie's reaction to her children enjoying the Grand Canyon?,D18:5,D18:5;D15:18;D15:13;D27:5;D24:6;D8:29;D11:16;D15:1;D7:27;D1:13,1,1,1,1.0
conv-26_qa_149,4,What do Melanie's family give her?,D18:9,D8:29;D4:9;D18:12;D10:23;D11:16;D15:1;D7:27;D1:13;D6:5;D4:17,0,0,0,0.0
conv-26_qa_150,4,How did Melanie feel about her family supporting her?,D18:13,D24:5;D22:22;D8:29;D18:12;D14:3;D29:9;D11:5;D10:23;D4:9;D8:20,0,0,0,0.0
conv-26_qa_151,4,What did Melanie do after the road trip to relax?,D18:17,D11:4;D5:9;D18:17;D22:22;D17:3;D9:11;D5:11;D17:4;D29:1;D18:3,0,1,1,0.3333333333333333
conv-26_qa_152,5,What did Caroline realize after her charity race?,D2:3,D2:2;D2:1;D22:22;D10:10;D1:15;D8:22;D9:4;D28:7;D2:3;D3:5,0,0,1,0.1111111111111111
conv-26_qa_153,5,What are Melanie's plans for the summer with respect to adoption?,D2:8,D2:7;D13:1;D9:5;D24:15;D19:8;D19:1;D21:24;D23:24;D27:13;D16:10,0,0,0,0.0
conv-26_qa_154,5,What type of individuals does the adoption agency Melanie is considering support?,D2:12,D19:1;D17:7;D2:11;D15:18;D9:11;D15:20;D8:19;D13:1;D2:13;D6:3,0,0,0,0.0
conv-26_qa_155,5,Why did Melanie choose the adoption agency?,D2:12,D19:1;D22:22;D15:35;D17:7;D2:11;D23:9;D13:9;D19:3;D13:1;D14:3,0,0,0,0.0
conv-26_qa_156,5,What is Melanie excited about in her adoption process?,D2:14,D2:13;D17:3;D19:1;D13:17;D13:1;D8:29;D11:16;D15:1;D7:27;D1:13,0,0,0,0.0
conv-26_qa_157,5,What does Melanie's necklace symbolize?,D4:3,D4:3;D4:25;D4:2;D14:16;D8:29;D11:16;D15:1;D1:4;D4:4;D7:27,1,1,1,1.0
conv-26_qa_158,5,What country is Melanie's grandma from?,D4:3,D4:3;D6:18;D17:22;D8:1;D16:10;D8:29;D11:16;D15:1;D7:27;D1:13,1,1,1,1.0
conv-26_qa_159,5,What was grandma's gift to Melanie?,D4:3,D4:3;D19:11;D19:22;D4:26;D8:1;D8:29;D11:16;D15:1;D7:27;D1:13,1,1,1,1.0
conv-26_qa_160,5,What was grandpa's gift to Caroline?,D4:3,D19:22;D4:26;D19:11;D13:18;D12:14;D14:18;D19:2;D16:10;D4:3;D12:20,0,0,1,0.1111111111111111
conv-26_qa_161,5,What is Caroline's hand-painted bowl a reminder of?,D4:5,D4:5;D5:8;D17:14;D1:14;D17:15;D3:14;D12:5;D9:16;D12:18;D5:7,1,1,1,1.0
conv-26_qa_162,5,What did Caroline and her family do while camping?,D4:8,D4:10;D6:16;D8:32;D22:22;D20:35;D10:12;D18:11;D18:5;D18:20;D8:28,0,0,0,0.0
conv-26_qa_163,5,What kind of counseling and mental health services is Melanie interested in pursuing?,D4:13,D4:12;D4:11;D7:7;D7:5;D6:3;D1:11;D7:24;D7:25;D5:3;D7:26,0,0,0,0.0
conv-26_qa_164,5,What kind of counseling workshop did Melanie attend recently?,D4:13,D4:12;D22:22;D4:17;D4:13;D6:9;D14:3;D3:13;D6:3;D17:14;D1:15,0,1,1,0.25
conv-26_qa_165,5,What motivated Melanie to pursue counseling?,D4:15,D4:14;D23:19;D6:9;D5:3;D4:11;D4:12;D1:11;D8:29;D11:16;D23:11,0,0,0,0.0
conv-26_qa_166,5,What kind of place does Melanie want to create for people?,D4:15,D11:11;D25:22;D4:17;D19:5;D13:15;D27:5;D3:13;D4:15;D8:23;D2:18,0,0,1,0.125
conv-26_qa_167,5,Did Caroline make the black and white bowl in the photo?,D5:8,D5:7;D12:12;D22:22;D5:8;D25:14;D17:35;D3:14;D20:7;D12:5;D29:17,0,1,1,0.25
conv-26_qa_168,5,What are the new shoes that Caroline got used for?,D7:19,D7:18;D13:14;D17:15;D6:10;D16:16;D20:6;D24:6;D2:7;D20:14;D2:14,0,0,0,0.0
conv-26_qa_169,5,What is Caroline's reason for getting into running?,D7:21,D7:20;D6:14;D7:21;D7:8;D8:28;D17:8;D9:7;D13:10;D17:6;D2:10,0,1,1,0.3333333333333333
conv-26_qa_170,5,What does Caroline say running has been great for?,D7:24,D7:20;D27:7;D11:16;D7:21;D17:22;D26:10;D4:8;D13:2;D14:16;D10:1,0,0,0,0.0
conv-26_qa_171,5,What did Melanie see at the council meeting for adoption?,D8:9,D8:9;D22:22;D13:1;D14:3;D27:13;D19:1;D1:15;D17:3;D8:10;D8:29,1,1,1,1.0
conv-26_qa_172,5,What inspired Melanie's painting for the art show?,D9:16,D9:14;D1:13;D16:13;D8:23;D21:18;D21:18;D1:14;D16:9;D11:10;D12:3,0,0,0,0.0
conv-26_qa_173,5,What inspired Caroline's sculpture for the art show?,D9:16,D14:18;D21:18;D1:14;D9:13;D12:3;D22:10;D14:32;D14:24;D13:10;D13:14,0,0,0,0.0
conv-26_qa_174,5,How often does Caroline go to the beach with her kids?,D10:10,D17:22;D10:8;D21:3;D1:2;D13:2;D14:16;D19:4;D19:6;D3:24;D1:18,0,0,0,0.0
conv-26_qa_175,5,What did Caroline and her family see during their camping trip last year?,D10:14,D8:32;D10:12;D4:10;D6:16;D10:14;D26:4;D22:22;D20:35;D30:6;D18:2,0,1,1,0.2
conv-26_qa_176,5,How did Caroline feel while watching the meteor shower?,D10:18,D10:16;D10:14;D22:22;D8:22;D2:15;D11:5;D8:20;D30:5;D30:5;D1:15,0,0,0,0.0
conv-26_qa_177,5,Why did Caroline choose to use colors and patterns in her pottery project?,D12:6,D12:5;D12:3;D22:22;D12:2;D15:35;D23:9;D14:4;D13:9;D5:12;D7:12,0,0,0,0.0
conv-26_qa_178,5,Is Oscar Melanie's pet?,D13:3,D7:15;D2:21;D2:19;D1:14;D8:29;D11:16;D13:3;D15:1;D13:4;D18:20,0,0,1,0.14285714285714285
conv-26_qa_179,5,Where did Oscar hide his bone once?,D13:6,D22:22;D27:14;D13:6;D1:15;D13:3;D13:4;D9:4;D28:7;D3:5;D7:19,0,1,1,0.3333333333333333
conv-26_qa_180,5,What activity did Melanie used to do with her dad?,D13:7,D22:22;D14:3;D4:16;D14:19;D13:7;D20:6;D24:8;D2:7;D1:15;D29:12,0,1,1,0.2
conv-26_qa_181,5,What did Melanie make for a local church?,D14:17,D14:19;D22:22;D14:3;D14:11;D1:15;D23:19;D8:29;D11:16;D15:1;D9:4,0,0,0,0.0
conv-26_qa_182,5,What did Melanie find in her neighborhood during her walk?,D14:23,D22:22;D14:3;D8:12;D4:20;D1:15;D14:23;D9:16;D8:29;D11:16;D15:1,0,0,1,0.16666666666666666
conv-26_qa_183,5,Which song motivates Melanie to be courageous?,D15:23,D5:12;D20:7;D1:1;D14:13;D8:29;D11:16;D20:6;D15:1;D7:27;D1:13,0,0,0,0.0
conv-26_qa_184,5,What type of instrument does Caroline play?,D15:26,D15:18;D21:10;D9:11;D8:33;D17:22;D15:20;D8:13;D8:19;D6:3;D13:2,0,0,0,0.0
conv-26_qa_185,5,Which classical musicians does Caroline enjoy listening to?,D15:28,D14:16;D9:13;D29:8;D17:22;D28:39;D3:23;D12:16;D13:2;D15:28;D21:11,0,0,1,0.1111111111111111
conv-26_qa_186,5,Who is Caroline a fan of in terms of modern music?,D15:28,D15:28;D25:26;D20:4;D8:8;D13:8;D13:9;D1:12;D26:27;D13:18;D7:14,1,1,1,1.0
conv-26_qa_187,5,What precautionary sign did Caroline see at the café?,D16:16,D22:22;D16:17;D7:8;D1:4;D16:16;D16:14;D1:15;D19:6;D8:22;D16:18,0,1,1,0.2
conv-26_qa_188,5,What setback did Caroline face recently?,D17:8,D22:22;D24:12;D17:8;D19:4;D22:6;D17:14;D11:24;D1:15;D8:22;D9:4,0,1,1,0.3333333333333333
conv-26_qa_189,5,What does Caroline do to keep herself busy during her pottery break?,D17:10,D14:4;D8:2;D5:12;D17:22;D16:8;D17:9;D17:8;D3:17;D13:2;D14:16,0,0,0,0.0
conv-26_qa_190,5,What was the poetry reading that Melanie attended about?,D17:18,D17:17;D17:19;D16:6;D14:7;D9:1;D8:29;D11:16;D15:8;D14:22;D15:1,0,0,0,0.0
conv-26_qa_191,5,What happened to Caroline's son on their road trip?,D18:1,D11:4;D5:9;D9:11;D5:11;D17:4;D18:17;D29:1;D1:2;D20:6;D17:3,0,0,0,0.0
conv-26_qa_192,5,How did Caroline's son handle the accident?,D18:6;D18:7,D18:6;D22:22;D20:3;D18:1;D18:2;D13:5;D18:3;D22:3;D13:17;D7:1,1,1,1,1.0
conv-26_qa_193,5,How did Caroline feel about her family after the accident?,D18:5,D22:22;D8:22;D22:3;D3:22;D11:5;D8:20;D8:28;D4:10;D30:5;D18:6,0,0,0,0.0
conv-26_qa_194,5,How did Caroline's children handle the accident?,D18:7,D18:6;D22:22;D13:5;D22:3;D13:17;D10:1;D4:5;D4:7;D1:15;D8:22,0,0,0,0.0
conv-26_qa_195,5,How did Caroline feel after the accident?,D18:5,D22:22;D8:22;D22:3;D11:5;D8:20;D30:5;D18:6;D30:5;D1:15;D9:4,0,0,0,0.0
conv-26_qa_196,5,What was Caroline's reaction to her children enjoying the Grand Canyon?,D18:5,D18:5;D15:18;D15:13;D27:5;D24:6;D18:13;D29:2;D13:18;D6:7;D10:14,1,1,1,1.0
conv-26_qa_197,5,What did Caroline do after the road trip to relax?,D18:17,D11:4;D18:17;D5:9;D22:22;D17:3;D9:11;D5:11;D17:4;D29:1;D18:3,0,1,1,0.5
conv-26_qa_198,5,What does Caroline love most about camping with her family?,D18:21,D18:20;D18:19;D11:11;D15:10;D6:16;D8:32;D20:35;D17:22;D18:11;D10:24,0,0,0,0.0
conv-30_qa_0,2,When Jon has lost his job as a banker?,D1:2,D1:2;D1:3;D6:4;D14:8;D16:8;D28:1;D16:10;D9:14;D14:18;D17:5,1,1,1,1.0
conv-30_qa_1,2,When Gina has lost her job at Door Dash?,D1:3,D6:4;D1:3;D1:2;D16:8;D14:8;D28:1;D16:10;D7:1;D26:10;D1:6,0,1,1,0.5
conv-30_qa_2,4,How do Jon and Gina both like to destress?,D1:6;D1:7,D23:5;D2:11;D9:14;D14:18;D7:1;D17:5;D7:20;D8:20;D2:13;D13:21,0,0,0,0.0
conv-30_qa_3,1,What do Jon and Gina both have in common?,D1:2;D1:3;D1:4;D2:1,D13:5;D20:20;D9:14;D14:18;D7:1;D17:5;D8:20;D2:13;D13:21;D19:12,0,0,0,0.0
conv-30_qa_4,4,Why did Jon decide to start his dance studio?,D1:2;D1:4,D13:3;D1:6;D7:19;D15:14;D15:3;D12:7;D22:22;D9:2;D4:10;D11:13,0,0,0,0.0
conv-30_qa_5,1,What Jon thinks the ideal dance studio should look like?,D1:20;D2:4;D2:8,D1:20;D13:3;D18:14;D10:15;D15:14;D29:16;D15:3;D2:16;D12:7;D9:2,1,1,1,1.0
conv-30_qa_6,2,When is Jon's group performing at a festival?,D1:24,D1:26;D9:14;D14:18;D23:9;D1:25;D16:3;D17:5;D15:25;D15:7;D8:20,0,0,0,0.0
conv-30_qa_7,2,When did Gina launch an ad campaign for her store?,D2:1,D2:1;D22:22;D8:21;D10:3;D4:1;D3:3;D15:6;D7:3;D7:1;D16:2,1,1,1,1.0
conv-30_qa_8,2,When was Jon in Paris?,D2:4,D2:24;D9:14;D14:18;D2:5;D27:37;D17:5;D8:20;D1:8;D2:13;D19:12,0,0,0,0.0
conv-30_qa_9,1,Which city have both Jean and John visited?,D15:1;D2:5,D6:14;D28:6;D24:16;D3:10;D7:5;D6:2;D31:1;D23:19;D13:20;D1:3,0,0,0,0.0
conv-30_qa_10,2,When did Gina team up with a local artist for some cool designs?,D5:5,D5:5;D5:6;D22:22;D1:4;D28:7;D16:9;D7:1;D24:7;D12:19;D10:15,1,1,1,1.0
conv-30_qa_11,2,When did Gina get her tattoo?,D5:15,D22:22;D5:14;D3:27;D23:18;D3:29;D7:1;D1:15;D5:13;D13:21;D9:4,0,0,0,0.0
conv-30_qa_12,2,When did Jon start to go to the gym?,D6:1,D22:22;D9:14;D14:18;D4:15;D8:13;D17:5;D8:20;D1:15;D9:6;D2:13,0,0,0,0.0
conv-30_qa_13,2,When did Gina open her online clothing store?,D6:6,D7:2;D14:8;D10:2;D22:22;D6:6;D8:21;D18:2;D2:1;D3:2;D6:7,0,1,1,0.2
conv-30_qa_14,2,When did Jon start expanding his studio's social media presence?,D8:13,D8:13;D18:15;D18:14;D14:4;D14:5;D22:22;D8:14;D9:14;D14:18;D15:4,1,1,1,1.0
conv-30_qa_15,2,When did Jon host a dance competition?,D8:13,D22:22;D18:19;D8:13;D4:14;D9:14;D14:18;D14:20;D27:21;D11:8;D17:5,0,1,1,0.3333333333333333
conv-30_qa_16,2,When did Jon go to a fair to get more exposure for his dance studio?,D10:1,D13:3;D15:14;D15:3;D12:7;D22:22;D9:2;D4:10;D11:13;D11:1;D15:16,0,0,0,0.0
conv-30_qa_17,1,Why did Gina decide to start her own clothing store?,D1:3;D6:8,D7:19;D22:22;D7:2;D14:8;D5:16;D8:21;D18:2;D2:1;D8:13;D10:2,0,0,0,0.0
conv-30_qa_18,1,Do Jon and Gina start businesses out of what they love?,D1:4;D6:8,D9:14;D14:18;D7:1;D17:5;D8:5;D8:20;D9:6;D2:13;D28:11;D13:21,0,0,0,0.0
conv-30_qa_19,2,When did Gina interview for a design internship?,D11:14,D11:14;D12:2;D22:22;D15:14;D11:15;D13:8;D13:12;D5:7;D7:1;D16:15,1,1,1,1.0
conv-30_qa_20,2,When did Gina get accepted for the design internship?,D12:1,D12:2;D11:14;D22:22;D12:1;D8:19;D13:8;D13:12;D5:7;D7:1;D1:7,0,1,1,0.25
conv-30_qa_21,2,"When did Jon start reading ""The Lean Startup""?",D12:6,D12:6;D22:22;D9:14;D14:18;D18:14;D8:13;D14:7;D17:5;D15:21;D8:20,1,1,1,1.0
conv-30_qa_22,2,When did Gina develop a video presentation to teach how to style her fashion pieces? ,D13:4,D13:4;D22:22;D6:8;D24:7;D2:27;D4:9;D12:2;D18:20;D23:2;D17:8,1,1,1,1.0
conv-30_qa_23,1,How did Gina promote her clothes store?,D13:4;D16:3;D5:5;D8:4,D6:6;D22:22;D8:21;D10:3;D4:1;D3:3;D7:3;D7:1;D16:2;D3:11,0,0,0,0.0
conv-30_qa_24,1,Which events has Jon participated in to promote his business venture?,D10:1;D16:6;D8:4,D1:3;D9:14;D14:18;D16:7;D10:8;D18:4;D17:5;D10:7;D8:20;D6:1,0,0,0,0.0
conv-30_qa_25,1,What does Jon's dance studio offer?,D13:7;D8:13,D13:3;D15:14;D11:8;D15:3;D12:7;D9:2;D1:7;D4:10;D11:13;D11:1,0,0,0,0.0
conv-30_qa_26,2,When did Jon receive mentorship to promote his venture?,D14:1,D22:22;D9:14;D14:18;D26:2;D12:5;D17:5;D9:2;D8:20;D1:15;D6:1,0,0,0,0.0
conv-30_qa_27,1,Did Jon and Gina both participate in dance competitions?,D14:14;D1:14;D1:16;D1:17;D9:10,D22:22;D1:17;D20:7;D15:3;D9:14;D14:18;D14:20;D7:1;D11:8;D17:5,0,1,1,0.5
conv-30_qa_28,2,When was Jon in Rome?,D15:1,D9:14;D14:18;D2:5;D17:5;D8:20;D15:1;D18:3;D2:13;D19:12;D1:1,0,0,1,0.16666666666666666
conv-30_qa_29,1,Which cities has Jon visited?,D15:1;D2:4,D11:8;D6:14;D9:14;D14:18;D28:6;D3:19;D17:5;D18:8;D8:20;D2:13,0,0,0,0.0
conv-30_qa_30,2,When Jon is planning to open his dance studio?,D15:5,D3:1;D13:3;D15:14;D15:3;D12:7;D9:2;D4:10;D11:13;D11:1;D15:16,0,0,0,0.0
conv-30_qa_31,1,How long did it take for Jon to open his studio?,D15:13;D1:2,D9:4;D22:22;D9:3;D9:14;D14:18;D15:4;D18:17;D17:5;D18:1;D9:2,0,0,0,0.0
conv-30_qa_32,2,When did Gina design a limited collection of hoodies?,D16:3,D22:22;D16:3;D27:17;D5:7;D7:1;D16:15;D2:7;D4:20;D1:15;D16:5,0,1,1,0.5
conv-30_qa_33,2,When did Jon visit networking events for his store?,D16:6,D16:7;D16:6;D22:22;D18:5;D6:17;D9:14;D14:18;D18:6;D3:12;D4:2,0,1,1,0.5
conv-30_qa_34,2,When did Gina start being recognized by fashion editors?,D17:1,D17:2;D17:1;D22:22;D14:9;D12:2;D6:8;D7:1;D8:13;D1:15;D9:6,0,1,1,0.5
conv-30_qa_35,2,When did Jon start learning marketing and analytics tools?,D17:4,D17:4;D22:22;D9:14;D14:18;D12:15;D8:13;D17:5;D8:20;D1:15;D2:6,1,1,1,1.0
conv-30_qa_36,2,When did Jon and Gina decide to collaborate to create dance content?,D18:18,D7:19;D18:13;D22:22;D5:16;D1:21;D6:15;D11:11;D18:15;D15:3;D9:14,0,0,0,0.0
conv-30_qa_37,2,When did Gina mention Shia Labeouf?,D19:4,D19:4;D22:22;D7:1;D1:15;D13:21;D9:4;D8:21;D19:10;D28:7;D6:14,1,1,1,1.0
conv-30_qa_38,2,When did Gina go to a dance class with a group of friends?,D19:6,D19:6;D1:10;D22:22;D9:6;D17:15;D1:16;D8:17;D15:3;D7:1;D8:13,1,1,1,1.0
conv-30_qa_39,4,What is Gina's favorite style of dance?,D1:9,D15:3;D25:5;D27:25;D7:1;D3:1;D16:22;D11:11;D16:23;D3:6;D13:21,0,0,0,0.0
conv-30_qa_40,4,What is Jon's favorite style of dance?,D1:8,D9:14;D14:18;D25:5;D27:25;D14:20;D11:8;D17:5;D18:13;D16:22;D9:6,0,0,0,0.0
conv-30_qa_41,4,What was Gina's favorite dancing memory?,D1:17,D3:24;D11:7;D15:19;D25:5;D1:6;D27:25;D7:1;D12:14;D10:13;D19:1,0,0,0,0.0
conv-30_qa_42,4,What kind of dance piece did Gina's team perform to win first place?,D1:19,D22:22;D9:14;D1:4;D11:11;D10:7;D16:2;D3:1;D15:3;D4:19;D1:18,0,0,0,0.0
conv-30_qa_43,4,What do the dancers in the photo represent?,D1:25,D17:35;D13:5;D29:17;D8:12;D28:13;D17:6;D5:12;D13:9;D25:14;D8:14,0,0,0,0.0
conv-30_qa_44,4,What does Gina say about the dancers in the photo?,D1:26,D27:7;D13:5;D17:35;D26:10;D4:8;D7:1;D19:7;D29:17;D28:13;D17:6,0,0,0,0.0
conv-30_qa_45,4,What is Jon's attitude towards being part of the dance festival?,D1:28,D5:19;D12:15;D9:14;D14:18;D23:9;D1:25;D14:20;D11:8;D17:5;D18:13,0,0,0,0.0
conv-30_qa_46,4,What kind of flooring is Jon looking for in his dance studio?,D2:8,D13:3;D15:14;D11:1;D15:3;D12:7;D9:2;D4:10;D11:13;D2:8;D15:16,0,0,1,0.1111111111111111
conv-30_qa_47,4,"What did Gina find for her clothing store on 1 February, 2023?",D3:2,D22:22;D7:2;D14:8;D8:21;D18:2;D2:1;D10:2;D3:2;D10:3;D8:7,0,0,1,0.125
conv-30_qa_48,4,What did Gina design for her store?,D3:4,D22:22;D8:21;D10:3;D4:1;D3:3;D7:3;D5:7;D7:1;D16:2;D16:15,0,0,0,0.0
conv-30_qa_49,4,What did Gina want her customers to feel in her store?,D3:6;D3:8,D11:11;D22:22;D3:7;D8:21;D3:6;D10:3;D22:21;D4:1;D5:1;D3:3,0,1,1,0.2
conv-30_qa_50,4,What did Jon say about Gina's progress with her store?,D3:3,D22:22;D8:21;D10:3;D16:4;D9:14;D14:18;D4:2;D4:1;D3:3;D26:10,0,0,1,0.1111111111111111
conv-30_qa_51,4,What made Gina choose the furniture and decor for her store?,D3:6,D3:5;D8:21;D10:3;D15:35;D4:1;D3:3;D13:9;D7:3;D7:1;D29:32,0,0,0,0.0
conv-30_qa_52,4,What did Jon say about creating a special experience for customers?,D3:9,D3:9;D3:10;D25:8;D22:22;D6:5;D16:4;D9:14;D14:18;D3:7;D26:10,1,1,1,1.0
conv-30_qa_53,4,What did Gina say about creating an experience for her customers?,D3:8,D3:9;D25:8;D22:22;D3:10;D3:8;D16:4;D3:7;D26:10;D4:8;D8:20,0,1,1,0.2
conv-30_qa_54,4,How is Gina's store doing?,D4:2,D4:1;D4:2;D8:21;D10:3;D3:3;D7:3;D7:1;D16:2;D3:11;D2:2,0,1,1,0.5
conv-30_qa_55,4,What does Gina's tattoo symbolize?,D5:15,D3:27;D23:18;D5:14;D3:29;D7:1;D14:16;D5:13;D13:21;D1:4;D8:21,0,0,0,0.0
conv-30_qa_56,4,What did Jon and Gina compare their entrepreneurial journeys to?,D6:15;D6:16,D22:22;D5:14;D9:14;D14:18;D26:28;D7:1;D17:5;D8:20;D1:15;D3:9,0,0,0,0.0
conv-30_qa_57,4,What advice does Gina give to Jon about running a successful business?,D7:5,D7:4;D18:9;D18:4;D7:21;D1:3;D9:14;D14:18;D10:1;D4:3;D7:20,0,0,0,0.0
conv-30_qa_58,4,Why did Jon shut down his bank account?,D8:1,D8:1;D22:22;D9:14;D14:18;D17:5;D8:20;D1:15;D2:13;D6:10;D19:12,1,1,1,1.0
conv-30_qa_59,4,Why did Gina combine her clothing business with dance?,D8:8,D8:7;D22:22;D11:3;D5:19;D7:2;D15:3;D9:1;D4:3;D18:2;D7:1,0,0,0,0.0
conv-30_qa_60,4,What does Jon's dance make him?,D9:5,D11:8;D1:7;D11:6;D8:6;D9:14;D14:18;D9:2;D14:20;D17:5;D15:14,0,0,0,0.0
conv-30_qa_61,4,What did Gina receive from a dance contest?,D9:10,D9:10;D22:22;D15:3;D26:2;D7:1;D12:5;D3:1;D16:1;D11:11;D1:15,1,1,1,1.0
conv-30_qa_62,4,How does Gina stay confident in her business?,D10:8,D10:7;D20:14;D8:5;D4:3;D16:16;D7:1;D1:2;D18:4;D5:17;D9:9,0,0,0,0.0
conv-30_qa_63,4,"What kind of professional experience did Gina get accepted for on May 23, 2023?",D12:1,D8:20;D22:22;D11:4;D8:19;D23:2;D7:4;D4:19;D16:4;D3:13;D7:1,0,0,0,0.0
conv-30_qa_64,4,Where is Gina's fashion internship?,D12:3,D12:2;D12:1;D13:8;D13:12;D6:8;D7:1;D14:2;D13:21;D17:2;D8:21,0,0,0,0.0
conv-30_qa_65,4,What book is Jon currently reading?,D12:6,D22:10;D14:21;D28:16;D5:12;D12:6;D28:17;D22:9;D14:22;D4:10;D9:14,0,1,1,0.2
conv-30_qa_66,4,What is Jon offering to the dancers at his dance studio?,D13:7,D13:3;D15:14;D8:13;D13:5;D15:3;D12:7;D13:7;D9:2;D4:10;D11:13,0,0,1,0.14285714285714285
conv-30_qa_67,4,How does Jon use the clipboard with a notepad attached to it?,D13:11,D9:14;D14:18;D17:5;D12:1;D14:16;D8:20;D2:13;D19:12;D1:4;D1:1,0,0,0,0.0
conv-30_qa_68,4,What does Jon tell Gina he won't do?,D14:17,D17:14;D7:15;D19:11;D7:10;D14:1;D4:19;D9:14;D14:18;D4:1;D13:23,0,0,0,0.0
conv-30_qa_69,4,What did Jon take a trip to Rome for?,D15:1,D22:22;D9:14;D15:1;D14:18;D2:5;D11:4;D17:5;D8:20;D21:3;D1:15,0,1,1,0.3333333333333333
conv-30_qa_70,4,What is Jon working on opening?,D15:3,D15:3;D15:4;D9:14;D14:18;D15:18;D15:5;D17:5;D11:2;D15:19;D8:20,1,1,1,1.0
conv-30_qa_71,4,How does Gina describe the studio that Jon has opened?,D15:6,D15:3;D9:14;D14:18;D15:4;D18:17;D7:1;D14:8;D17:5;D17:3;D14:16,0,0,0,0.0
conv-30_qa_72,4,How does Jon feel about the opening night of his dance studio?,D15:7,D15:3;D15:4;D13:3;D15:5;D15:14;D12:7;D9:2;D4:10;D11:13;D11:1,0,0,0,0.0
conv-30_qa_73,4,How does Gina describe the feeling that dance brings?,D15:8,D15:8;D15:3;D12:8;D7:1;D8:13;D3:1;D14:16;D9:10;D15:7;D11:11,1,1,1,1.0
conv-30_qa_74,4,What does Jon plan to do at the grand opening of his dance studio?,D15:9,D15:3;D15:18;D15:13;D15:4;D13:3;D15:14;D13:5;D12:7;D9:2;D4:10,0,0,0,0.0
conv-30_qa_75,4,What does Gina say to Jon about the grand opening?,D15:12,D15:18;D15:13;D15:4;D15:3;D27:7;D9:14;D14:18;D26:10;D4:8;D7:1,0,0,0,0.0
conv-30_qa_76,4,What is the general sentiment about the upcoming grand opening?,D15:18;D15:19,D15:18;D15:13;D15:4;D3:7;D28:10;D15:3;D11:2;D15:19;D27:39;D23:22,1,1,1,1.0
conv-30_qa_77,4,What did Gina make a limited edition line of?,D16:3,D16:3;D22:22;D7:1;D1:15;D23:19;D17:14;D13:21;D9:4;D8:20;D22:12,1,1,1,1.0
conv-30_qa_78,4,"According to Gina, what makes Jon a perfect mentor and guide?",D17:7,D17:7;D17:6;D14:8;D9:14;D14:18;D17:1;D3:3;D7:10;D7:1;D17:5,1,1,1,1.0
conv-30_qa_79,5,What temporary job did Jon take to cover expenses?,D18:2,D18:2;D22:22;D16:5;D9:14;D14:18;D1:3;D17:5;D15:13;D8:20;D26:10,1,1,1,1.0
conv-30_qa_80,4,What plans does Jon have after receiving advice at the networking event?,D18:10,D18:6;D8:20;D27:1;D18:9;D18:7;D18:5;D4:11;D16:7;D9:14;D14:18,0,0,0,0.0
conv-30_qa_81,4,What offer does Gina make to Jon regarding social media?,D18:13,D18:15;D14:5;D18:14;D14:4;D15:5;D21:5;D8:13;D25:18;D19:11;D14:17,0,0,0,0.0
conv-30_qa_82,5,What is Jon's favorite style of painting?,D1:8,D14:30;D9:14;D14:18;D25:5;D27:25;D17:5;D16:22;D8:20;D16:23;D3:6,0,0,0,0.0
conv-30_qa_83,5,What was Jon's favorite dancing memory?,D1:17,D3:24;D15:19;D9:14;D14:18;D9:6;D25:5;D1:6;D27:25;D17:5;D12:14,0,0,0,0.0
conv-30_qa_84,5,What kind of dance piece did Jon's team perform to win first place?,D1:19,D22:22;D9:14;D8:22;D1:4;D10:7;D9:14;D14:18;D5:1;D1:18;D22:4,0,0,0,0.0
conv-30_qa_85,5,What is Gina's attitude towards participating in the dance festival?,D1:28,D5:19;D15:3;D6:7;D23:9;D12:15;D1:25;D7:1;D5:2;D3:1;D27:30,0,0,0,0.0
conv-30_qa_86,5,What kind of flooring is Gina looking for in her dance studio?,D2:8,D13:3;D15:3;D15:14;D11:1;D12:7;D11:13;D2:8;D3:1;D15:16;D1:20,0,0,1,0.14285714285714285
conv-30_qa_87,5,"What did Jon find for his clothing store on 1 February, 2023?",D3:2,D7:2;D14:8;D22:22;D2:1;D10:2;D3:2;D18:2;D9:14;D14:18;D8:7,0,0,1,0.16666666666666666
conv-30_qa_88,5,What did Jon design for his store?,D3:4,D22:22;D9:14;D14:18;D4:2;D5:7;D17:5;D8:21;D16:15;D3:11;D2:1,0,0,0,0.0
conv-30_qa_89,5,What did Jon want his customers to feel in her store?,D3:6;D3:8,D22:22;D3:7;D3:6;D5:1;D9:14;D14:18;D22:21;D8:4;D4:2;D3:2,0,1,1,0.3333333333333333
