query_id,question,category,conversation_id,gold_memory_ids,split
conv-41_qa_20,When did John take a road trip to the Pacific Northwest?,2,conv-41,conv-41_session_11_D11:3;conv-41_session_11_D11:5,test
conv-41_qa_21,What areas of the U.S. has John been to or is planning to go to?,1,conv-41,conv-41_session_11_D11:5;conv-41_session_12_D12:17,test
conv-41_qa_22,When did John go to a convention with colleagues?,2,conv-41,conv-41_session_12_D12:9,test
conv-41_qa_23,What desserts has Maria made?,1,conv-41,conv-41_session_2_D2:25;conv-41_session_13_D13:18,test
conv-41_qa_24,When did John start boot camp with his family?,2,conv-41,conv-41_session_13_D13:3,test
conv-41_qa_25,What European countries has Maria been to?,1,conv-41,conv-41_session_13_D13:24;conv-41_session_8_D8:15,test
conv-41_qa_26,What has Maria done to feel closer to her faith?,1,conv-41,conv-41_session_14_D14:10;conv-41_session_11_D11:10,test
conv-41_qa_27,When did John have a party with veterans?,2,conv-41,conv-41_session_15_D15:11,test
conv-41_qa_28,What causes does John feel passionate about supporting?,1,conv-41,conv-41_session_15_D15:3;conv-41_session_12_D12:5;conv-41_session_9_D9:8;conv-41_session_1_D1:8,test
conv-41_qa_29,What events is Maria planning for the homeless shelter funraiser?,1,conv-41,conv-41_session_16_D16:4;conv-41_session_15_D15:18,test
conv-41_qa_30,What shelters does Maria volunteer at?,1,conv-41,conv-41_session_2_D2:1;conv-41_session_11_D11:10;conv-41_session_17_D17:12,test
conv-41_qa_31,When did John get his dog Max?,2,conv-41,conv-41_session_17_D17:1,test
conv-41_qa_32,What outdoor activities has John done with his colleagues?,1,conv-41,conv-41_session_18_D18:2;conv-41_session_16_D16:2,test
conv-41_qa_33,What types of yoga has Maria practiced?,1,conv-41,conv-41_session_1_D1:3;conv-41_session_18_D18:15;conv-41_session_19_D19:3,test
conv-41_qa_34,When did Maria join a gym?,2,conv-41,conv-41_session_19_D19:1,test
conv-41_qa_35,What states has Maria vacationed at?,1,conv-41,conv-41_session_19_D19:23;conv-41_session_18_D18:3,test
conv-41_qa_36,What music events has John attended?,1,conv-41,conv-41_session_20_D20:4;conv-41_session_8_D8:12,test
conv-41_qa_37,What events for veterans has John participated in?,1,conv-41,conv-41_session_15_D15:1;conv-41_session_15_D15:11;conv-41_session_21_D21:22;conv-41_session_24_D24:1;conv-41_session_29_D29:4,test
conv-41_qa_38,When did Maria get in a car accident?,2,conv-41,conv-41_session_21_D21:3,test
conv-41_qa_39,Around which US holiday did Maria get into a car accident?,3,conv-41,conv-41_session_21_D21:3,test
conv-41_qa_40,What are the names of John's children?,1,conv-41,conv-41_session_8_D8:4;conv-41_session_22_D22:7,test
conv-41_qa_41,Does John live close to a beach or the mountains?,3,conv-41,conv-41_session_22_D22:15,test
conv-41_qa_42,What area was hit by a flood?,1,conv-41,conv-41_session_14_D14:21;conv-41_session_23_D23:1,test
conv-41_qa_43,When was John's old area hit with a flood?,2,conv-41,conv-41_session_23_D23:1,test
conv-41_qa_44,What activities has Maria done with her church friends?,1,conv-41,conv-41_session_25_D25:2;conv-41_session_24_D24:6;conv-41_session_28_D28:5,test
conv-41_qa_45,Would John be open to moving to another country?,3,conv-41,conv-41_session_24_D24:3;conv-41_session_7_D7:2,test
conv-41_qa_46,When did Maria go hiking with her church friends?,2,conv-41,conv-41_session_25_D25:2,test
conv-41_qa_47,What exercises has John done?,1,conv-41,conv-41_session_25_D25:17;conv-41_session_25_D25:13;conv-41_session_10_D10:1;conv-41_session_1_D1:4,test
conv-41_qa_48,When did John have his first firefighter call-out?,2,conv-41,conv-41_session_26_D26:4,test
conv-41_qa_49,What food item did Maria drop off at the homeless shelter?,1,conv-41,conv-41_session_26_D26:1;conv-41_session_25_D25:19,test
conv-41_qa_50,What attributes describe John?,3,conv-41,conv-41_session_26_D26:6;conv-41_session_2_D2:14;conv-41_session_3_D3:5;conv-41_session_4_D4:6,test
conv-41_qa_51,When did Maria start volunteering at the homeless shelter?,2,conv-41,conv-41_session_27_D27:4,test
conv-41_qa_52,Who have written notes of gratitude to Maria?,1,conv-41,conv-41_session_27_D27:8;conv-41_session_21_D21:19,test
conv-41_qa_53,When did John help renovate his hometown community center?,2,conv-41,conv-41_session_28_D28:11,test
conv-41_qa_54,When did Maria take up community work with her church friends?,2,conv-41,conv-41_session_28_D28:8,test
conv-41_qa_55,When did Maria receive a medal from the homeless shelter?,2,conv-41,conv-41_session_29_D29:1,test
conv-41_qa_56,When did John participate in a 5K charity run?,2,conv-41,conv-41_session_29_D29:2;conv-41_session_29_D29:4,test
conv-41_qa_57,What causes has John done events for?,1,conv-41,conv-41_session_3_D3:5;conv-41_session_6_D6:12;conv-41_session_29_D29:4;conv-41_session_29_D29:10,test
conv-41_qa_58,When did Maria get Coco?,2,conv-41,conv-41_session_30_D30:1,test
conv-41_qa_59,When did John go on a camping trip with Max?,2,conv-41,conv-41_session_30_D30:6,test
conv-41_qa_60,What are Maria's dogs' names?,1,conv-41,conv-41_session_30_D30:1;conv-41_session_31_D31:4,test
conv-41_qa_61,When did Maria adopt Shadow?,2,conv-41,conv-41_session_31_D31:2,test
conv-41_qa_62,How many dogs has Maria adopted from the dog shelter she volunteers at?,1,conv-41,conv-41_session_30_D30:1;conv-41_session_31_D31:2,test
conv-41_qa_63,How many weeks passed between Maria adopting Coco and Shadow?,2,conv-41,conv-41_session_30_D30:1;conv-41_session_31_D31:2,test
conv-41_qa_64,What job might Maria pursue in the future?,3,conv-41,conv-41_session_32_D32:14;conv-41_session_5_D5:8;conv-41_session_11_D11:10;conv-41_session_27_D27:4,test
conv-41_qa_65,What is John's main focus in local politics?,4,conv-41,conv-41_session_1_D1:8,test
conv-41_qa_66,What sparked John's interest in improving education and infrastructure in the community?,4,conv-41,conv-41_session_1_D1:10,test
conv-41_qa_67,How did the extra funding help the school shown in the photo shared by John?,4,conv-41,conv-41_session_1_D1:12,test
conv-41_qa_68,What type of workout class did Maria start doing in December 2023?,4,conv-41,conv-41_session_1_D1:3,test
conv-41_qa_69,What did Maria donate to a homeless shelter in December 2023?,4,conv-41,conv-41_session_2_D2:1,test
conv-41_qa_70,What kind of meal did John and his family make together in the photo shared by John?,4,conv-41,conv-41_session_2_D2:24,test
conv-41_qa_71,What kind of online group did John join?,4,conv-41,conv-41_session_3_D3:1,test
conv-41_qa_72,What kind of activities did John and his mates from the online group do as part of their service efforts?,4,conv-41,conv-41_session_3_D3:5,test
conv-41_qa_73,Who inspired Maria to start volunteering?,4,conv-41,conv-41_session_5_D5:8,test
conv-41_qa_74,Why did Maria sit with the little girl at the shelter event in February 2023?,4,conv-41,conv-41_session_5_D5:10,test
conv-41_qa_75,What did Jean go through before meeting Maria?,4,conv-41,conv-41_session_7_D7:7,test
conv-41_qa_76,Why did John decide to run for office again?,4,conv-41,conv-41_session_7_D7:4,test
conv-41_qa_77,"What activity did John's colleague, Rob, invite him to?",4,conv-41,conv-41_session_7_D7:16,test
conv-41_qa_78,What is the name of John's one-year-old child?,4,conv-41,conv-41_session_8_D8:4,test
conv-41_qa_79,How often does John take his kids to the park?,4,conv-41,conv-41_session_8_D8:8,test
conv-41_qa_80,What did Maria make for her home to remind her of a trip to England?,4,conv-41,conv-41_session_8_D8:15,test
conv-41_qa_81,Where did Maria get the idea for the castle shadow box in her home?,4,conv-41,conv-41_session_8_D8:15,test
conv-41_qa_82,What did John receive a certificate for?,4,conv-41,conv-41_session_9_D9:2,test
conv-41_qa_83,What areas is John particularly interested in for policymaking?,4,conv-41,conv-41_session_9_D9:8,test
conv-41_qa_84,"What did Maria participate in last weekend before April 10, 2023?",4,conv-41,conv-41_session_10_D10:10,test
conv-41_qa_85,What event did John volunteer at last weekend?,4,conv-41,conv-41_session_10_D10:13,test
conv-41_qa_86,What did John do that put a strain on his wallet?,4,conv-41,conv-41_session_11_D11:1,test
conv-41_qa_87,Where did John explore on a road trip last year?,4,conv-41,conv-41_session_11_D11:5,test
conv-41_qa_88,What topic has John been blogging about recently?,4,conv-41,conv-41_session_12_D12:1,test
conv-41_qa_89,Why did John start blogging about politics and policies?,4,conv-41,conv-41_session_12_D12:3,test
conv-41_qa_90,What was the focus of John's recent research and writing on his blog?,4,conv-41,conv-41_session_12_D12:5,test
conv-41_qa_91,What did John attend with his colleagues in March 2023?,2,conv-41,conv-41_session_12_D12:9,test
conv-41_qa_92,How often does John work out with his family?,4,conv-41,conv-41_session_13_D13:7,test
conv-41_qa_93,How has John's fitness improved since starting boot camps with his family?,4,conv-41,conv-41_session_13_D13:5,test
conv-41_qa_94,What kind of food did Maria have on her dinner spread iwth her mother?,4,conv-41,conv-41_session_13_D13:18,test
conv-41_qa_95,What activity did Maria and her mom do together in May 2023?,4,conv-41,conv-41_session_13_D13:16,test
conv-41_qa_96,What did Maria do to feel closer to a community and her faith?,4,conv-41,conv-41_session_14_D14:10,test
conv-41_qa_97,Why did Maria join a nearby church recently?,4,conv-41,conv-41_session_14_D14:10,test
conv-41_qa_98,What did John host for the veterans in May 2023 as part of the project?,4,conv-41,conv-41_session_15_D15:13,test
conv-41_qa_99,What did John and the veterans do during the small party?,4,conv-41,conv-41_session_15_D15:13,test
conv-41_qa_100,What emotions did John feel during the small party with the veterans?,4,conv-41,conv-41_session_15_D15:13,test
conv-41_qa_101,"What event is Maria getting ready for at the shelter on May 25, 2023?",4,conv-41,conv-41_session_16_D16:2,test
conv-41_qa_102,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,4,conv-41,conv-41_session_16_D16:4,test
conv-41_qa_103,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?",4,conv-41,conv-41_session_17_D17:1,test
conv-41_qa_104,How long was Max a part of John's family?,4,conv-41,conv-41_session_17_D17:1,test
conv-41_qa_105,How does John plan to honor the memories of his beloved pet?,4,conv-41,conv-41_session_17_D17:11,test
conv-41_qa_106,What important values does John want to teach his kids through adopting a rescue dog?,4,conv-41,conv-41_session_17_D17:11,test
conv-41_qa_107,"What new activity did Maria start recently, as mentioned on 3 June, 2023?",4,conv-41,conv-41_session_17_D17:12,test
conv-41_qa_108,What did Maria say it was like being at the waterfall in Oregon?,4,conv-41,conv-41_session_18_D18:7,test
conv-41_qa_109,What does Maria say she feels when doing upside-down yoga poses?,4,conv-41,conv-41_session_18_D18:17,test
conv-41_qa_110,"What exciting news did Maria share on 16 June, 2023?",4,conv-41,conv-41_session_19_D19:1,test
conv-41_qa_111,What yoga activity has Maria been trying to improve her strength and endurance?,4,conv-41,conv-41_session_19_D19:3,test
conv-41_qa_112,What did John recently get promoted to?,4,conv-41,conv-41_session_19_D19:8,test
conv-41_qa_113,What was one of the biggest challenges John faced in his journey to becoming assistant manager?,4,conv-41,conv-41_session_19_D19:12,test
conv-41_qa_114,How does John describe the support he received during his journey to becoming assistant manager?,4,conv-41,conv-41_session_19_D19:12,test
conv-41_qa_115,What kind of event did John and his family attend in June 2023?,4,conv-41,conv-41_session_20_D20:4,test
conv-41_qa_116,Why did Maria need to help her cousin find a new place to live?,4,conv-41,conv-41_session_21_D21:5,test
conv-41_qa_117,What event did John participate in to show support for veterans' rights?,4,conv-41,conv-41_session_21_D21:22,test
conv-41_qa_118,What inspired John to join the marching event for veterans' rights?,4,conv-41,conv-41_session_21_D21:24,test
conv-41_qa_119,How often does John get to see sunsets like the one he shared with Maria?,4,conv-41,conv-41_session_22_D22:17,test
conv-41_qa_120,"What natural disaster affected John's old area on 7 July, 2023?",4,conv-41,conv-41_session_23_D23:1,test
conv-41_qa_121,How did the flood impact the homes in John's old area?,4,conv-41,conv-41_session_23_D23:1,test
conv-41_qa_122,"What motivated Maria and John to discuss potential solutions for their community on 7 July, 2023?",4,conv-41,conv-41_session_23_D23:1,test
conv-41_qa_123,"What did Maria plan to do later on the evening of 7 July, 2023?",4,conv-41,conv-41_session_23_D23:14,test
conv-41_qa_124,What kind of activities did Maria do at the picnic with her church friends?,4,conv-41,conv-41_session_24_D24:8,test
conv-41_qa_125,What does John appreciate about the veteran's hospital visit?,4,conv-41,conv-41_session_24_D24:3,test
conv-41_qa_126,What did John take away from visiting the veteran's hospital?,4,conv-41,conv-41_session_24_D24:1,test
conv-41_qa_127,Why did John feel inspired to join the military after the visit to the hospital?,4,conv-41,conv-41_session_24_D24:3,test
conv-41_qa_128,In what activity did Maria and her church friends participate in July 2023?,4,conv-41,conv-41_session_25_D25:2,test
conv-41_qa_129,What does John think about trying new classes at the yoga studio?,4,conv-41,conv-41_session_25_D25:14,test
conv-41_qa_130,Which activity has John done apart from yoga at the studio?,4,conv-41,conv-41_session_25_D25:17,test
conv-41_qa_131,"What community service did Maria mention that she was involved in on 31 July, 2023?",4,conv-41,conv-41_session_26_D26:1,test
conv-41_qa_132,How did Maria start volunteering at the homeless shelter?,4,conv-41,conv-41_session_27_D27:4,test
conv-41_qa_133,"What did John do the week before August 3, 2023 involving his kids?",4,conv-41,conv-41_session_27_D27:9,test
conv-41_qa_134,How did John describe his kids' reaction at the military memorial?,4,conv-41,conv-41_session_27_D27:11,test
conv-41_qa_135,Why does Maria think it's important for younger generations to visit military memorials?,4,conv-41,conv-41_session_27_D27:12,test
conv-41_qa_136,What does John believe is important for children regarding veterans?,4,conv-41,conv-41_session_27_D27:13,test
conv-41_qa_137,What happened to John's job in August 2023?,4,conv-41,conv-41_session_28_D28:1,test
conv-41_qa_138,What activity did Maria take up with her friends from church in August 2023?,4,conv-41,conv-41_session_28_D28:8,test
conv-41_qa_139,What did John do to help his community last year in his hometown?,4,conv-41,conv-41_session_28_D28:11,test
conv-41_qa_140,What cause did the 5K charity run organized by John support?,4,conv-41,conv-41_session_29_D29:4,test
conv-41_qa_141,Who did John work with to raise awareness and funds for victims of domestic abuse?,4,conv-41,conv-41_session_29_D29:10,test
conv-41_qa_142,What recognition did Maria receive at the homeless shelter in August 2023?,4,conv-41,conv-41_session_29_D29:1,test
conv-41_qa_143,"What is the name of Maria's puppy she got two weeks before August 11, 2023?",4,conv-41,conv-41_session_30_D30:1,test
conv-41_qa_144,What activity did John and Max enjoy together last summer?,4,conv-41,conv-41_session_30_D30:6,test
conv-41_qa_145,How does John describe the camping trip with Max?,4,conv-41,conv-41_session_30_D30:6,test
conv-41_qa_146,Why does John say he feels stuck and questioning his decisions and goals?,4,conv-41,conv-41_session_30_D30:14,test
conv-41_qa_147,What is the name of Maria's second puppy?,4,conv-41,conv-41_session_31_D31:4,test
conv-41_qa_148,How is Maria's new puppy adjusting to its new home?,4,conv-41,conv-41_session_31_D31:10,test
conv-41_qa_149,What is John currently doing as a volunteer in August 2023?,4,conv-41,conv-41_session_31_D31:1,test
conv-41_qa_150,What activities does John's family enjoy doing together?,4,conv-41,conv-41_session_31_D31:19,test
conv-41_qa_151,"What did the donations help John's community acquire on 16 August, 2023?",4,conv-41,conv-41_session_32_D32:11,test
conv-42_qa_0,Is it likely that Nate has friends besides Joanna?,3,conv-42,conv-42_session_1_D1:7,dev
conv-42_qa_1,What kind of interests do Joanna and Nate share?,1,conv-42,conv-42_session_1_D1:10;conv-42_session_1_D1:11;conv-42_session_1_D1:12;conv-42_session_3_D3:4;conv-42_session_4_D4:9;conv-42_session_10_D10:9;conv-42_session_20_D20:2,dev
conv-42_qa_2,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?",2,conv-42,conv-42_session_1_D1:18,dev
conv-42_qa_3,When did Nate win his first video game tournament?,2,conv-42,conv-42_session_1_D1:3,dev
conv-42_qa_4,What pets wouldn't cause any discomfort to Joanna?,3,conv-42,conv-42_session_2_D2:23,dev
