method,qa_id,category,question,gold_answer,prediction,official_score,rF1_cat14,rEM_cat14_project,official_cat5_score,broad_abstention,WrongAbstention_cat14_project
ZScore-RawERK,conv-26_qa_64,3,"Would Melanie likely enjoy the song ""The Four Seasons"" by Vivaldi?",Yes; it's classical music,Yes.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_65,1,What are some changes Caroline has faced during her transition journey?,"Changes to her body, losing unsupportive friends","Exploring her changing body, accepting imperfections, and dealing with tough times.",0.375,0.375,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_66,1,What does Melanie do with her family on hikes?,"Roast marshmallows, tell stories",Explore forests and enjoy the view from the top.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_67,2,When did Caroline go biking with friends?,The weekend before 13 September 2023,last weekend,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_68,2,How long has Melanie been practicing art?,Since 2016,Seven years,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_69,3,What personality traits might Melanie say Caroline has?,"Thoughtful, authentic, driven","""You make life's struggles more bearable.""",0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_7,1,What is Caroline's relationship status?,Single,Much happier being around those who accept and love me.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_70,1,What transgender-specific events has Caroline attended?,"Poetry reading, conference","Transgender poetry reading, transgender conference, LGBT pride event, LGBTQ conference, LGBTQ+ counseling workshop.",0.7333333333333334,0.7333333333333334,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_71,1,What book did Melanie read from Caroline's suggestion?,"""Becoming Nicole""",That book you recommended a while ago.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_72,2,When did Melanie's friend adopt a child?,2022,Last year.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_73,2,When did Melanie get hurt?,September 2023,Last month.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_74,2,When did Melanie's family go on a roadtrip?,The weekend before 20 October 2023,This past weekend.,0.25,0.25,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_75,1,How many children does Melanie have?,3,The context does not specify the number of children Melanie has.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_76,1,When did Melanie go on a hike after the roadtrip?,19 October 2023,Yesterday,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_77,3,Would Melanie go on another roadtrip soon?,Likely no; since this one went badly,Thankfully it's over now.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_78,1,What items has Melanie bought?,"Figurines, shoes",These figurines.,0.3333333333333333,0.3333333333333333,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_79,2,When did Caroline pass the adoption interview?,The Friday before 22 October 2023,Last Friday,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_8,2,When did Caroline give a speech at a school?,The week before 9 June 2023,"Last week on 9 June, 2023.",0.7272727272727272,0.7272727272727272,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_80,2,When did Melanie buy the figurines?,21 October 2023,Yesterday,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_81,3,Would Caroline want to move back to her home country soon?,No; she's in the process of adopting children.,No indication,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_82,4,What did the charity race raise awareness for?,mental health,Mental health,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_83,4,What did Melanie realize after the charity race?,self-care is important,Self-care is really important.,0.8571428571428571,0.8571428571428571,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_84,4,How does Melanie prioritize self-care?,"by carving out some me-time each day for activities like running, reading, or playing the violin","When I look after myself, I'm able to better look after my family.",0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_85,4,What are Caroline's plans for the summer?,researching adoption agencies,Can't wait for the trip!,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_86,4,What type of individuals does the adoption agency Caroline is considering support?,LGBTQ+ individuals,LGBTQ+ folks,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_87,4,Why did Caroline choose the adoption agency?,because of their inclusivity and support for LGBTQ+ individuals,They help LGBTQ+ folks with adoption.,0.14285714285714288,0.14285714285714288,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_88,4,What is Caroline excited about in the adoption process?,creating a family for kids who need one,Passing the adoption agency interviews,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_89,4,What does Melanie think about Caroline's decision to adopt?,she thinks Caroline is doing something amazing and will be an awesome mom,That's amazing. You really care about being real and helping others.,0.1904761904761905,0.1904761904761905,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_9,2,"When did Caroline meet up with her friends, family, and mentors?",The week before 9 June 2023,Last week.,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_90,4,How long have Mel and her husband been married?,Mel and her husband have been married for 5 years.,Since their wedding day.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_91,4,What does Caroline's necklace symbolize?,"love, faith, and strength","Love, faith and strength.",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_92,4,What country is Caroline's grandma from?,Sweden,Sweden,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_93,4,What was grandma's gift to Caroline?,necklace,This necklace.,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_94,4,What is Melanie's hand-painted bowl a reminder of?,art and self-expression,Art and self-expression.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_95,4,What did Melanie and her family do while camping?,"explored nature, roasted marshmallows, and went on a hike","Roasted marshmallows, told stories around the campfire, explored nature, went on a hike, and unplugged.",0.7368421052631579,0.7368421052631579,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_96,4,What kind of counseling and mental health services is Caroline interested in pursuing?,"working with trans people, helping them accept themselves and supporting their mental health","Working with trans people, helping them accept themselves and supporting their mental health.",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_97,4,What workshop did Caroline attend recently?,LGBTQ+ counseling workshop,LGBTQ+ counseling workshop,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_98,4,What was discussed in the LGBTQ+ counseling workshop?,therapeutic methods and how to best work with trans people,Different therapeutic methods and how to best work with trans people.,0.9473684210526316,0.9473684210526316,0.0,,0.0,0.0
ZScore-RawERK,conv-26_qa_99,4,What motivated Caroline to pursue counseling?,"her own journey and the support she received, and how counseling improved her life",Her own journey and the support she received.,0.7058823529411764,0.7058823529411764,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_0,2,When Jon has lost his job as a banker?,"19 January, 2023","Yesterday, 20 January, 2023.",0.5714285714285715,0.5714285714285715,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_1,2,When Gina has lost her job at Door Dash?,"January, 2023",this month,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_10,2,When did Gina team up with a local artist for some cool designs?,"February, 2023","9:32 am on 8 February, 2023",0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_100,5,How does Gina use the clipboard with a notepad attached to it?,"To set goals, track achievements, and find areas for improvement",The context does not provide information about Gina using a clipboard with a notepad attached to it.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-30_qa_101,5,What did Jon take a trip to Barcelona for?,To clear his mind,The context does not mention a trip to Barcelona.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-30_qa_102,5,What did Jon make a limited edition line of?,Hoodies,This hoodie.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-30_qa_103,5,What temporary job did Gina take to cover expenses?,Not mentioned,part-time position in the fashion department of an international company,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-30_qa_104,5,What plans does Gina have after receiving advice at the networking event?,"Sprucing up her business plan, tweaking her pitch to investors, and working on an online platform.",The context does not provide information about Gina's plans after receiving advice at the networking event.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-30_qa_11,2,When did Gina get her tattoo?,A few years ago,A few years ago.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_12,2,When did Jon start to go to the gym?,"March, 2023",Last week,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_13,2,When did Gina open her online clothing store?,"16 March, 2023","16 March, 2023",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_14,2,When did Jon start expanding his studio's social media presence?,"April, 2023","1:26 pm on 3 April, 2023",0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_15,2,When did Jon host a dance competition?,"May, 2023","Next month (from 3 April, 2023)",0.25,0.25,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_16,2,When did Jon go to a fair to get more exposure for his dance studio?,"24 April, 2023",Not mentioned in the context.,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-30_qa_17,1,Why did Gina decide to start her own clothing store?,She always loved fashion trends and finding unique pieces and she lost her job so decided it was time to start her own business.,She lost her job.,0.3076923076923077,0.3076923076923077,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_18,1,Do Jon and Gina start businesses out of what they love?,Yes,"Yes, they do.",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_19,2,When did Gina interview for a design internship?,"10 May, 2023","Yesterday, on 10 May, 2023.",0.7499999999999999,0.7499999999999999,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_2,4,How do Jon and Gina both like to destress?,by dancing,Dancing,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_20,2,When did Gina get accepted for the design internship?,"27 May, 2023",No information provided.,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-30_qa_21,2,"When did Jon start reading ""The Lean Startup""?","May, 2023","7:18 pm on 27 May, 2023",0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_22,2,When did Gina develop a video presentation to teach how to style her fashion pieces? ,"June, 2023","8:29 pm on 13 June, 2023",0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_23,1,How did Gina promote her clothes store?,"worked with an artist to make unique fashion pieces, made limited-edition sweatshirts, got some new offers and promotions for online store, developed a video presentation showing how to style her pieces","Launched an ad campaign, worked with fashion bloggers and influencers, used social media channels, and offered new promotions.",0.2517482517482517,0.2517482517482517,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_24,1,Which events has Jon participated in to promote his business venture?,"fair, networking events, dance competition","Networking events, a fair.",0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.0,0.0
ZScore-RawERK,conv-30_qa_25,1,What does Jon's dance studio offer?,"one-on-one metoring and training to dancers,  workshops and classes to local schools and centers","Dance classes, workshops, one-on-one mentoring, and training.",0.30952380952380953,0.30952380952380953,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_26,2,When did Jon receive mentorship to promote his venture?,"15 June, 2023","Yesterday, on 15 June, 2023.",0.7499999999999999,0.7499999999999999,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_27,1,Did Jon and Gina both participate in dance competitions?,Yes,Yes.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_28,2,When was Jon in Rome?,June 2023,"Last week before 10:04 am on 19 June, 2023.",0.3636363636363636,0.3636363636363636,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_29,1,Which cities has Jon visited?,"Paris, Rome","Paris, Rome",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_3,1,What do Jon and Gina both have in common?,They lost their jobs and decided to start their own businesses.,Support for each other,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_30,2,When Jon is planning to open his dance studio?,"20 June, 2023",Still working on opening a dance studio.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_31,1,How long did it take for Jon to open his studio?,six months,Six months.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_32,2,When did Gina design a limited collection of hoodies?,June 2023,"Last week (as of 2:15 pm on 21 June, 2023).",0.33333333333333337,0.33333333333333337,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_33,2,When did Jon visit networking events for his store?,"20 June, 2023",Yesterday,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_34,2,When did Gina start being recognized by fashion editors?,July 2023,Last week,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_35,2,When did Jon start learning marketing and analytics tools?,"July, 2023","1:25 pm on 9 July, 2023",0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_36,2,When did Jon and Gina decide to collaborate to create dance content?,21 July 2023,"5:44 pm on 21 July, 2023",0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_37,2,When did Gina mention Shia Labeouf?," 23 July, 2023","6:46 pm on 23 July, 2023",0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_38,2,When did Gina go to a dance class with a group of friends?,21 July 2023,Last Friday.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_39,4,What is Gina's favorite style of dance?,Contemporary,Contemporary dance,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_4,4,Why did Jon decide to start his dance studio?,He lost his job and decided to start his own business to share his passion.,To share the joy that dancing brings him.,0.19047619047619047,0.19047619047619047,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_40,4,What is Jon's favorite style of dance?,Contemporary,Contemporary.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_41,4,What was Gina's favorite dancing memory?,Winning first place at a regionals dance competition,When her team won first place at a regionals at age fifteen.,0.4444444444444444,0.4444444444444444,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_42,4,What kind of dance piece did Gina's team perform to win first place?,"""Finding Freedom""","""Finding Freedom,"" a contemporary piece.",0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_43,4,What do the dancers in the photo represent?,They are performing at the festival,Freedom - dancing without worrying what people think.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_44,4,What does Gina say about the dancers in the photo?,They look graceful,"That photo looks awesome, brings back lots of memories.",0.16666666666666666,0.16666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_45,4,What is Jon's attitude towards being part of the dance festival?,Glad,It was awesome - so many people there complementing my dance moves.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_46,4,What kind of flooring is Jon looking for in his dance studio?,Marley flooring,Marley flooring,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_47,4,"What did Gina find for her clothing store on 1 February, 2023?",The perfect spot for her store,Some wholesalers.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_48,4,What did Gina design for her store?,"the space, furniture, and decor",The space.,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_49,4,What did Gina want her customers to feel in her store?,cozy and comfortable,Cozy,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_5,1,What Jon thinks the ideal dance studio should look like?,"By the water, with natural light and Marley flooring",A place with great natural light.,0.3,0.3,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_50,4,What did Jon say about Gina's progress with her store?,hard work's paying off,"Your store looks great, I remember it!",0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_51,4,What made Gina choose the furniture and decor for her store?,personal style and customer comfort,"Furniture that looks great and is comfy, and a chandelier that adds a nice glam feel while matching the style of the store.",0.09523809523809523,0.09523809523809523,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_52,4,What did Jon say about creating a special experience for customers?,It's the key to making them feel welcome and coming back,"""Creating a special experience for customers is the key to making them feel welcome and coming back.""",0.6956521739130435,0.6956521739130435,0.0,,0.0,0.0
ZScore-RawERK,conv-30_qa_53,4,What did Gina say about creating an experience for her customers?,making them want to come back,"""Creating an experience that'll make 'em wanna come back.""",0.42857142857142855,0.42857142857142855,0.0,,0.0,0.0
