qa_id,sample_id,category,question,gold_memory_ids,gold_count
conv-30_qa_78,conv-30,4,"According to Gina, what makes Jon a perfect mentor and guide?","[""conv-30_session_17_D17:7""]",1
conv-30_qa_80,conv-30,4,What plans does Jon have after receiving advice at the networking event?,"[""conv-30_session_18_D18:10""]",1
conv-30_qa_81,conv-30,4,What offer does Gina make to Jon regarding social media?,"[""conv-30_session_18_D18:13""]",1
conv-41_qa_0,conv-41,2,"Who did Maria have dinner with on May 3, 2023?","[""conv-41_session_13_D13:16""]",1
conv-41_qa_1,conv-41,2,When did Maria donate her car?,"[""conv-41_session_2_D2:1""]",1
conv-41_qa_2,conv-41,1,What martial arts has John done?,"[""conv-41_session_2_D2:28"", ""conv-41_session_1_D1:4""]",2
conv-41_qa_3,conv-41,1,What type of volunteering have John and Maria both done?,"[""conv-41_session_3_D3:5"", ""conv-41_session_2_D2:1""]",2
conv-41_qa_4,conv-41,2,When did John join the online support group?,"[""conv-41_session_3_D3:1""]",1
conv-41_qa_5,conv-41,2,When did Maria go to the beach?,"[""conv-41_session_3_D3:15""]",1
conv-41_qa_6,conv-41,1,Where has Maria made friends?,"[""conv-41_session_4_D4:1"", ""conv-41_session_2_D2:1"", ""conv-41_session_19_D19:1"", ""conv-41_session_14_D14:10""]",4
conv-41_qa_7,conv-41,1,What items des John mention having as a child?,"[""conv-41_session_5_D5:13"", ""conv-41_session_3_D3:15""]",2
conv-41_qa_8,conv-41,3,What might John's financial status be?,"[""conv-41_session_5_D5:5""]",1
conv-41_qa_9,conv-41,1,Who gave Maria's family money when she was younger and her family was going through tough times?,"[""conv-41_session_6_D6:9"", ""conv-41_session_5_D5:8""]",2
conv-41_qa_10,conv-41,2,When did Maria meet Jean?,"[""conv-41_session_7_D7:1""]",1
conv-41_qa_11,conv-41,1,What people has Maria met and helped while volunteering?,"[""conv-41_session_7_D7:5"", ""conv-41_session_6_D6:5"", ""conv-41_session_27_D27:8"", ""conv-41_session_21_D21:19""]",4
conv-41_qa_12,conv-41,1,What test has John taken multiple times?,"[""conv-41_session_8_D8:18"", ""conv-41_session_3_D3:11""]",2
conv-41_qa_13,conv-41,2,When did Maria's grandmother pass away?,"[""conv-41_session_8_D8:1""]",1
conv-41_qa_14,conv-41,3,Would John be considered a patriotic person?,"[""conv-41_session_8_D8:18"", ""conv-41_session_8_D8:20""]",2
conv-41_qa_15,conv-41,1,What writing classes has Maria taken?,"[""conv-41_session_9_D9:1"", ""conv-41_session_7_D7:1""]",2
conv-41_qa_16,conv-41,2,When did John get his degree?,"[""conv-41_session_9_D9:2""]",1
conv-41_qa_17,conv-41,3,What might John's degree be in?,"[""conv-41_session_9_D9:6""]",1
conv-41_qa_18,conv-41,1,Who did John go to yoga with?,"[""conv-41_session_7_D7:16"", ""conv-41_session_10_D10:1""]",2
conv-41_qa_19,conv-41,1,What damages have happened to John's car?,"[""conv-41_session_11_D11:1"", ""conv-41_session_4_D4:2""]",2
conv-41_qa_20,conv-41,2,When did John take a road trip to the Pacific Northwest?,"[""conv-41_session_11_D11:3"", ""conv-41_session_11_D11:5""]",2
conv-41_qa_21,conv-41,1,What areas of the U.S. has John been to or is planning to go to?,"[""conv-41_session_11_D11:5"", ""conv-41_session_12_D12:17""]",2
conv-41_qa_22,conv-41,2,When did John go to a convention with colleagues?,"[""conv-41_session_12_D12:9""]",1
conv-41_qa_23,conv-41,1,What desserts has Maria made?,"[""conv-41_session_2_D2:25"", ""conv-41_session_13_D13:18""]",2
conv-41_qa_24,conv-41,2,When did John start boot camp with his family?,"[""conv-41_session_13_D13:3""]",1
conv-41_qa_25,conv-41,1,What European countries has Maria been to?,"[""conv-41_session_13_D13:24"", ""conv-41_session_8_D8:15""]",2
conv-41_qa_26,conv-41,1,What has Maria done to feel closer to her faith?,"[""conv-41_session_14_D14:10"", ""conv-41_session_11_D11:10""]",2
conv-41_qa_27,conv-41,2,When did John have a party with veterans?,"[""conv-41_session_15_D15:11""]",1
conv-41_qa_28,conv-41,1,What causes does John feel passionate about supporting?,"[""conv-41_session_15_D15:3"", ""conv-41_session_12_D12:5"", ""conv-41_session_9_D9:8"", ""conv-41_session_1_D1:8""]",4
conv-41_qa_29,conv-41,1,What events is Maria planning for the homeless shelter funraiser?,"[""conv-41_session_16_D16:4"", ""conv-41_session_15_D15:18""]",2
conv-41_qa_30,conv-41,1,What shelters does Maria volunteer at?,"[""conv-41_session_2_D2:1"", ""conv-41_session_11_D11:10"", ""conv-41_session_17_D17:12""]",3
conv-41_qa_31,conv-41,2,When did John get his dog Max?,"[""conv-41_session_17_D17:1""]",1
conv-41_qa_32,conv-41,1,What outdoor activities has John done with his colleagues?,"[""conv-41_session_18_D18:2"", ""conv-41_session_16_D16:2""]",2
conv-41_qa_33,conv-41,1,What types of yoga has Maria practiced?,"[""conv-41_session_1_D1:3"", ""conv-41_session_18_D18:15"", ""conv-41_session_19_D19:3""]",3
conv-41_qa_34,conv-41,2,When did Maria join a gym?,"[""conv-41_session_19_D19:1""]",1
conv-41_qa_35,conv-41,1,What states has Maria vacationed at?,"[""conv-41_session_19_D19:23"", ""conv-41_session_18_D18:3""]",2
conv-41_qa_36,conv-41,1,What music events has John attended?,"[""conv-41_session_20_D20:4"", ""conv-41_session_8_D8:12""]",2
conv-41_qa_37,conv-41,1,What events for veterans has John participated in?,"[""conv-41_session_15_D15:1"", ""conv-41_session_15_D15:11"", ""conv-41_session_21_D21:22"", ""conv-41_session_24_D24:1"", ""conv-41_session_29_D29:4""]",5
conv-41_qa_38,conv-41,2,When did Maria get in a car accident?,"[""conv-41_session_21_D21:3""]",1
conv-41_qa_39,conv-41,3,Around which US holiday did Maria get into a car accident?,"[""conv-41_session_21_D21:3""]",1
conv-41_qa_40,conv-41,1,What are the names of John's children?,"[""conv-41_session_8_D8:4"", ""conv-41_session_22_D22:7""]",2
conv-41_qa_41,conv-41,3,Does John live close to a beach or the mountains?,"[""conv-41_session_22_D22:15""]",1
conv-41_qa_42,conv-41,1,What area was hit by a flood?,"[""conv-41_session_14_D14:21"", ""conv-41_session_23_D23:1""]",2
conv-41_qa_43,conv-41,2,When was John's old area hit with a flood?,"[""conv-41_session_23_D23:1""]",1
conv-41_qa_44,conv-41,1,What activities has Maria done with her church friends?,"[""conv-41_session_25_D25:2"", ""conv-41_session_24_D24:6"", ""conv-41_session_28_D28:5""]",3
conv-41_qa_45,conv-41,3,Would John be open to moving to another country?,"[""conv-41_session_24_D24:3"", ""conv-41_session_7_D7:2""]",2
conv-41_qa_46,conv-41,2,When did Maria go hiking with her church friends?,"[""conv-41_session_25_D25:2""]",1
conv-41_qa_47,conv-41,1,What exercises has John done?,"[""conv-41_session_25_D25:17"", ""conv-41_session_25_D25:13"", ""conv-41_session_10_D10:1"", ""conv-41_session_1_D1:4""]",4
conv-41_qa_48,conv-41,2,When did John have his first firefighter call-out?,"[""conv-41_session_26_D26:4""]",1
conv-41_qa_49,conv-41,1,What food item did Maria drop off at the homeless shelter?,"[""conv-41_session_26_D26:1"", ""conv-41_session_25_D25:19""]",2
conv-41_qa_50,conv-41,3,What attributes describe John?,"[""conv-41_session_26_D26:6"", ""conv-41_session_2_D2:14"", ""conv-41_session_3_D3:5"", ""conv-41_session_4_D4:6""]",4
conv-41_qa_51,conv-41,2,When did Maria start volunteering at the homeless shelter?,"[""conv-41_session_27_D27:4""]",1
conv-41_qa_52,conv-41,1,Who have written notes of gratitude to Maria?,"[""conv-41_session_27_D27:8"", ""conv-41_session_21_D21:19""]",2
conv-41_qa_53,conv-41,2,When did John help renovate his hometown community center?,"[""conv-41_session_28_D28:11""]",1
conv-41_qa_54,conv-41,2,When did Maria take up community work with her church friends?,"[""conv-41_session_28_D28:8""]",1
conv-41_qa_55,conv-41,2,When did Maria receive a medal from the homeless shelter?,"[""conv-41_session_29_D29:1""]",1
conv-41_qa_56,conv-41,2,When did John participate in a 5K charity run?,"[""conv-41_session_29_D29:2"", ""conv-41_session_29_D29:4""]",2
conv-41_qa_57,conv-41,1,What causes has John done events for?,"[""conv-41_session_3_D3:5"", ""conv-41_session_6_D6:12"", ""conv-41_session_29_D29:4"", ""conv-41_session_29_D29:10""]",4
conv-41_qa_58,conv-41,2,When did Maria get Coco?,"[""conv-41_session_30_D30:1""]",1
conv-41_qa_59,conv-41,2,When did John go on a camping trip with Max?,"[""conv-41_session_30_D30:6""]",1
conv-41_qa_60,conv-41,1,What are Maria's dogs' names?,"[""conv-41_session_30_D30:1"", ""conv-41_session_31_D31:4""]",2
conv-41_qa_61,conv-41,2,When did Maria adopt Shadow?,"[""conv-41_session_31_D31:2""]",1
conv-41_qa_62,conv-41,1,How many dogs has Maria adopted from the dog shelter she volunteers at?,"[""conv-41_session_30_D30:1"", ""conv-41_session_31_D31:2""]",2
conv-41_qa_63,conv-41,2,How many weeks passed between Maria adopting Coco and Shadow?,"[""conv-41_session_30_D30:1"", ""conv-41_session_31_D31:2""]",2
conv-41_qa_64,conv-41,3,What job might Maria pursue in the future?,"[""conv-41_session_32_D32:14"", ""conv-41_session_5_D5:8"", ""conv-41_session_11_D11:10"", ""conv-41_session_27_D27:4""]",4
conv-41_qa_65,conv-41,4,What is John's main focus in local politics?,"[""conv-41_session_1_D1:8""]",1
conv-41_qa_66,conv-41,4,What sparked John's interest in improving education and infrastructure in the community?,"[""conv-41_session_1_D1:10""]",1
conv-41_qa_67,conv-41,4,How did the extra funding help the school shown in the photo shared by John?,"[""conv-41_session_1_D1:12""]",1
conv-41_qa_68,conv-41,4,What type of workout class did Maria start doing in December 2023?,"[""conv-41_session_1_D1:3""]",1
conv-41_qa_69,conv-41,4,What did Maria donate to a homeless shelter in December 2023?,"[""conv-41_session_2_D2:1""]",1
conv-41_qa_70,conv-41,4,What kind of meal did John and his family make together in the photo shared by John?,"[""conv-41_session_2_D2:24""]",1
conv-41_qa_71,conv-41,4,What kind of online group did John join?,"[""conv-41_session_3_D3:1""]",1
conv-41_qa_72,conv-41,4,What kind of activities did John and his mates from the online group do as part of their service efforts?,"[""conv-41_session_3_D3:5""]",1
conv-41_qa_73,conv-41,4,Who inspired Maria to start volunteering?,"[""conv-41_session_5_D5:8""]",1
conv-41_qa_74,conv-41,4,Why did Maria sit with the little girl at the shelter event in February 2023?,"[""conv-41_session_5_D5:10""]",1
conv-41_qa_75,conv-41,4,What did Jean go through before meeting Maria?,"[""conv-41_session_7_D7:7""]",1
conv-41_qa_76,conv-41,4,Why did John decide to run for office again?,"[""conv-41_session_7_D7:4""]",1
conv-41_qa_77,conv-41,4,"What activity did John's colleague, Rob, invite him to?","[""conv-41_session_7_D7:16""]",1
conv-41_qa_78,conv-41,4,What is the name of John's one-year-old child?,"[""conv-41_session_8_D8:4""]",1
conv-41_qa_79,conv-41,4,How often does John take his kids to the park?,"[""conv-41_session_8_D8:8""]",1
conv-41_qa_80,conv-41,4,What did Maria make for her home to remind her of a trip to England?,"[""conv-41_session_8_D8:15""]",1
conv-41_qa_81,conv-41,4,Where did Maria get the idea for the castle shadow box in her home?,"[""conv-41_session_8_D8:15""]",1
conv-41_qa_82,conv-41,4,What did John receive a certificate for?,"[""conv-41_session_9_D9:2""]",1
conv-41_qa_83,conv-41,4,What areas is John particularly interested in for policymaking?,"[""conv-41_session_9_D9:8""]",1
conv-41_qa_84,conv-41,4,"What did Maria participate in last weekend before April 10, 2023?","[""conv-41_session_10_D10:10""]",1
conv-41_qa_85,conv-41,4,What event did John volunteer at last weekend?,"[""conv-41_session_10_D10:13""]",1
conv-41_qa_86,conv-41,4,What did John do that put a strain on his wallet?,"[""conv-41_session_11_D11:1""]",1
conv-41_qa_87,conv-41,4,Where did John explore on a road trip last year?,"[""conv-41_session_11_D11:5""]",1
conv-41_qa_88,conv-41,4,What topic has John been blogging about recently?,"[""conv-41_session_12_D12:1""]",1
conv-41_qa_89,conv-41,4,Why did John start blogging about politics and policies?,"[""conv-41_session_12_D12:3""]",1
conv-41_qa_90,conv-41,4,What was the focus of John's recent research and writing on his blog?,"[""conv-41_session_12_D12:5""]",1
conv-41_qa_91,conv-41,2,What did John attend with his colleagues in March 2023?,"[""conv-41_session_12_D12:9""]",1
conv-41_qa_92,conv-41,4,How often does John work out with his family?,"[""conv-41_session_13_D13:7""]",1
conv-41_qa_93,conv-41,4,How has John's fitness improved since starting boot camps with his family?,"[""conv-41_session_13_D13:5""]",1
conv-41_qa_94,conv-41,4,What kind of food did Maria have on her dinner spread iwth her mother?,"[""conv-41_session_13_D13:18""]",1
conv-41_qa_95,conv-41,4,What activity did Maria and her mom do together in May 2023?,"[""conv-41_session_13_D13:16""]",1
conv-41_qa_96,conv-41,4,What did Maria do to feel closer to a community and her faith?,"[""conv-41_session_14_D14:10""]",1
conv-41_qa_97,conv-41,4,Why did Maria join a nearby church recently?,"[""conv-41_session_14_D14:10""]",1
conv-41_qa_98,conv-41,4,What did John host for the veterans in May 2023 as part of the project?,"[""conv-41_session_15_D15:13""]",1
conv-41_qa_99,conv-41,4,What did John and the veterans do during the small party?,"[""conv-41_session_15_D15:13""]",1
conv-41_qa_100,conv-41,4,What emotions did John feel during the small party with the veterans?,"[""conv-41_session_15_D15:13""]",1
conv-41_qa_101,conv-41,4,"What event is Maria getting ready for at the shelter on May 25, 2023?","[""conv-41_session_16_D16:2""]",1
conv-41_qa_102,conv-41,4,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,"[""conv-41_session_16_D16:4""]",1
conv-41_qa_103,conv-41,4,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?","[""conv-41_session_17_D17:1""]",1
conv-41_qa_104,conv-41,4,How long was Max a part of John's family?,"[""conv-41_session_17_D17:1""]",1
conv-41_qa_105,conv-41,4,How does John plan to honor the memories of his beloved pet?,"[""conv-41_session_17_D17:11""]",1
conv-41_qa_106,conv-41,4,What important values does John want to teach his kids through adopting a rescue dog?,"[""conv-41_session_17_D17:11""]",1
conv-41_qa_107,conv-41,4,"What new activity did Maria start recently, as mentioned on 3 June, 2023?","[""conv-41_session_17_D17:12""]",1
conv-41_qa_108,conv-41,4,What did Maria say it was like being at the waterfall in Oregon?,"[""conv-41_session_18_D18:7""]",1
conv-41_qa_109,conv-41,4,What does Maria say she feels when doing upside-down yoga poses?,"[""conv-41_session_18_D18:17""]",1
conv-41_qa_110,conv-41,4,"What exciting news did Maria share on 16 June, 2023?","[""conv-41_session_19_D19:1""]",1
conv-41_qa_111,conv-41,4,What yoga activity has Maria been trying to improve her strength and endurance?,"[""conv-41_session_19_D19:3""]",1
conv-41_qa_112,conv-41,4,What did John recently get promoted to?,"[""conv-41_session_19_D19:8""]",1
conv-41_qa_113,conv-41,4,What was one of the biggest challenges John faced in his journey to becoming assistant manager?,"[""conv-41_session_19_D19:12""]",1
conv-41_qa_114,conv-41,4,How does John describe the support he received during his journey to becoming assistant manager?,"[""conv-41_session_19_D19:12""]",1
conv-41_qa_115,conv-41,4,What kind of event did John and his family attend in June 2023?,"[""conv-41_session_20_D20:4""]",1
conv-41_qa_116,conv-41,4,Why did Maria need to help her cousin find a new place to live?,"[""conv-41_session_21_D21:5""]",1
conv-41_qa_117,conv-41,4,What event did John participate in to show support for veterans' rights?,"[""conv-41_session_21_D21:22""]",1
conv-41_qa_118,conv-41,4,What inspired John to join the marching event for veterans' rights?,"[""conv-41_session_21_D21:24""]",1
conv-41_qa_119,conv-41,4,How often does John get to see sunsets like the one he shared with Maria?,"[""conv-41_session_22_D22:17""]",1
conv-41_qa_120,conv-41,4,"What natural disaster affected John's old area on 7 July, 2023?","[""conv-41_session_23_D23:1""]",1
conv-41_qa_121,conv-41,4,How did the flood impact the homes in John's old area?,"[""conv-41_session_23_D23:1""]",1
conv-41_qa_122,conv-41,4,"What motivated Maria and John to discuss potential solutions for their community on 7 July, 2023?","[""conv-41_session_23_D23:1""]",1
conv-41_qa_123,conv-41,4,"What did Maria plan to do later on the evening of 7 July, 2023?","[""conv-41_session_23_D23:14""]",1
conv-41_qa_124,conv-41,4,What kind of activities did Maria do at the picnic with her church friends?,"[""conv-41_session_24_D24:8""]",1
conv-41_qa_125,conv-41,4,What does John appreciate about the veteran's hospital visit?,"[""conv-41_session_24_D24:3""]",1
conv-41_qa_126,conv-41,4,What did John take away from visiting the veteran's hospital?,"[""conv-41_session_24_D24:1""]",1
conv-41_qa_127,conv-41,4,Why did John feel inspired to join the military after the visit to the hospital?,"[""conv-41_session_24_D24:3""]",1
conv-41_qa_128,conv-41,4,In what activity did Maria and her church friends participate in July 2023?,"[""conv-41_session_25_D25:2""]",1
conv-41_qa_129,conv-41,4,What does John think about trying new classes at the yoga studio?,"[""conv-41_session_25_D25:14""]",1
conv-41_qa_130,conv-41,4,Which activity has John done apart from yoga at the studio?,"[""conv-41_session_25_D25:17""]",1
conv-41_qa_131,conv-41,4,"What community service did Maria mention that she was involved in on 31 July, 2023?","[""conv-41_session_26_D26:1""]",1
conv-41_qa_132,conv-41,4,How did Maria start volunteering at the homeless shelter?,"[""conv-41_session_27_D27:4""]",1
conv-41_qa_133,conv-41,4,"What did John do the week before August 3, 2023 involving his kids?","[""conv-41_session_27_D27:9""]",1
conv-41_qa_134,conv-41,4,How did John describe his kids' reaction at the military memorial?,"[""conv-41_session_27_D27:11""]",1
conv-41_qa_135,conv-41,4,Why does Maria think it's important for younger generations to visit military memorials?,"[""conv-41_session_27_D27:12""]",1
conv-41_qa_136,conv-41,4,What does John believe is important for children regarding veterans?,"[""conv-41_session_27_D27:13""]",1
conv-41_qa_137,conv-41,4,What happened to John's job in August 2023?,"[""conv-41_session_28_D28:1""]",1
